السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2019,1,مكة المكرمة,الطائف,استديو - سكني,9,11925
2019,1,مكة المكرمة,القنفذة - القوز,استديو - سكني,2,8800
2019,1,مكة المكرمة,الليث,استديو - سكني,1,9600
2019,1,مكة المكرمة,جدة,استديو - سكني,418,13383.194444
2019,1,مكة المكرمة,مكة المكرمة,استديو - سكني,29,10051.851851
2019,1,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,18000
2019,1,مكة المكرمة,الطائف,دوبلاكس - سكني,1,30000
2019,1,مكة المكرمة,جدة,دوبلاكس - سكني,126,61563.933884
2019,1,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,15,26849.466666
2019,1,مكة المكرمة,الجموم,دور - سكني,1,18000
2019,1,مكة المكرمة,الجموم - بحرة,دور - سكني,3,12800
2019,1,مكة المكرمة,الطائف,دور - سكني,105,22847.010638
2019,1,مكة المكرمة,القنفذة,دور - سكني,1,24000
2019,1,مكة المكرمة,الليث,دور - سكني,1,100000
2019,1,مكة المكرمة,تربة,دور - سكني,2,11400
2019,1,مكة المكرمة,جدة,دور - سكني,184,31736.119496
2019,1,مكة المكرمة,رابغ,دور - سكني,5,35600
2019,1,مكة المكرمة,رنية,دور - سكني,1,12000
2019,1,مكة المكرمة,مكة المكرمة,دور - سكني,102,31687.279411
2019,1,مكة المكرمة,الجموم - بحرة,شقة - سكني,38,15812.696969
2019,1,مكة المكرمة,الطائف,شقة - سكني,1099,16053
2019,1,مكة المكرمة,القنفذة,شقة - سكني,121,16270.539215
2019,1,مكة المكرمة,القنفذة - القوز,شقة - سكني,14,18261
2019,1,مكة المكرمة,الليث,شقة - سكني,50,14250.363636
2019,1,مكة المكرمة,تربة,شقة - سكني,5,11320
2019,1,مكة المكرمة,ثول,شقة - سكني,7,16688.285714
2019,1,مكة المكرمة,جدة,شقة - سكني,17180,20902.826918
2019,1,مكة المكرمة,خليص,شقة - سكني,30,12528
2019,1,مكة المكرمة,رابغ,شقة - سكني,43,15740.170731
2019,1,مكة المكرمة,رنية,شقة - سكني,13,6923.076923
2019,1,مكة المكرمة,مكة المكرمة,شقة - سكني,3528,17934.789384
2019,1,مكة المكرمة,الطائف,فيلا - سكني,2,38100
2019,1,مكة المكرمة,تربة,فيلا - سكني,1,13200
2019,1,مكة المكرمة,جدة,فيلا - سكني,244,80004.797356
2019,1,مكة المكرمة,خليص,فيلا - سكني,1,9600
2019,1,مكة المكرمة,مكة المكرمة,فيلا - سكني,15,48005.25
2019,1,مكة المكرمة,الجموم - بحرة,محل - تجاري,1,392.85714
2019,1,مكة المكرمة,الطائف,محل - تجاري,16,473.698914
2019,1,مكة المكرمة,القنفذة,محل - تجاري,1,150
2019,1,مكة المكرمة,جدة,محل - تجاري,189,743.057463
2019,1,مكة المكرمة,رابغ,محل - تجاري,2,285.71429
2019,1,مكة المكرمة,مكة المكرمة,محل - تجاري,54,513.082314
2019,1,مكة المكرمة,جدة,معرض تجاري - تجاري,7,887.147128
2019,1,مكة المكرمة,القنفذة,مكتب - تجاري,1,1150
2019,1,مكة المكرمة,جدة,مكتب - تجاري,41,369.54628
2019,1,مكة المكرمة,مكة المكرمة,مكتب - تجاري,7,353.314981
2019,2,مكة المكرمة,الطائف,استديو - سكني,11,12800
2019,2,مكة المكرمة,القنفذة,استديو - سكني,3,14000
2019,2,مكة المكرمة,القنفذة - القوز,استديو - سكني,1,10800
2019,2,مكة المكرمة,الليث,استديو - سكني,2,13200
2019,2,مكة المكرمة,جدة,استديو - سكني,444,14575.116504
2019,2,مكة المكرمة,مكة المكرمة,استديو - سكني,42,11331.394736
2019,2,مكة المكرمة,الطائف,دوبلاكس - سكني,4,23750
2019,2,مكة المكرمة,جدة,دوبلاكس - سكني,168,63695.464516
2019,2,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,10,24166.6
2019,2,مكة المكرمة,الجموم - بحرة,دور - سكني,1,12000
2019,2,مكة المكرمة,الخرمة,دور - سكني,1,13000
2019,2,مكة المكرمة,الطائف,دور - سكني,80,20763.875
2019,2,مكة المكرمة,القنفذة,دور - سكني,1,12000
2019,2,مكة المكرمة,الليث,دور - سكني,2,56000
2019,2,مكة المكرمة,تربة,دور - سكني,1,18000
2019,2,مكة المكرمة,جدة,دور - سكني,171,36647.246575
2019,2,مكة المكرمة,رنية,دور - سكني,2,13000
2019,2,مكة المكرمة,مكة المكرمة,دور - سكني,70,26045.777777
2019,2,مكة المكرمة,الجموم,شقة - سكني,5,15960
2019,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,23,16528.90909
2019,2,مكة المكرمة,الخرمة,شقة - سكني,2,4617
2019,2,مكة المكرمة,الطائف,شقة - سكني,1274,16758.713881
2019,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,2,12600
2019,2,مكة المكرمة,القنفذة,شقة - سكني,52,16387.6
2019,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,19,17448.444444
2019,2,مكة المكرمة,الليث,شقة - سكني,64,15334.551724
2019,2,مكة المكرمة,تربة,شقة - سكني,11,11500
2019,2,مكة المكرمة,ثول,شقة - سكني,1,19000
2019,2,مكة المكرمة,جدة,شقة - سكني,17508,20902.635594
2019,2,مكة المكرمة,خليص,شقة - سكني,20,13072.222222
2019,2,مكة المكرمة,رابغ,شقة - سكني,40,12905.625
2019,2,مكة المكرمة,رنية,شقة - سكني,5,9700
2019,2,مكة المكرمة,مكة المكرمة,شقة - سكني,3386,17992.535598
2019,2,مكة المكرمة,الطائف,فيلا - سكني,2,127500
2019,2,مكة المكرمة,جدة,فيلا - سكني,241,78298.957943
2019,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,11,39636.363636
2019,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,38,457.374509
2019,2,مكة المكرمة,الطائف,محل - تجاري,37,336.543403
2019,2,مكة المكرمة,جدة,محل - تجاري,324,756.847633
2019,2,مكة المكرمة,رابغ,محل - تجاري,2,207.32016
2019,2,مكة المكرمة,مكة المكرمة,محل - تجاري,271,553.943644
2019,2,مكة المكرمة,جدة,معرض تجاري - تجاري,27,740.523381
2019,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,6,1494.553448
2019,2,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,1,750
2019,2,مكة المكرمة,الطائف,مكتب - تجاري,4,291.871665
2019,2,مكة المكرمة,جدة,مكتب - تجاري,109,426.830054
2019,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,8,268.377195
2019,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,4,13950
2019,3,مكة المكرمة,الطائف,استديو - سكني,18,9485.714285
2019,3,مكة المكرمة,القنفذة,استديو - سكني,12,14509.090909
2019,3,مكة المكرمة,الليث,استديو - سكني,3,8600
2019,3,مكة المكرمة,ثول,استديو - سكني,1,12000
2019,3,مكة المكرمة,جدة,استديو - سكني,690,14150.235815
2019,3,مكة المكرمة,خليص,استديو - سكني,1,6000
2019,3,مكة المكرمة,مكة المكرمة,استديو - سكني,39,11521.875
2019,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2019,3,مكة المكرمة,الطائف,دوبلاكس - سكني,4,29875
2019,3,مكة المكرمة,الليث,دوبلاكس - سكني,1,12000
2019,3,مكة المكرمة,جدة,دوبلاكس - سكني,164,85459.54
2019,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,10,34900
2019,3,مكة المكرمة,الجموم,دور - سكني,1,6000
2019,3,مكة المكرمة,الجموم - بحرة,دور - سكني,3,18800
2019,3,مكة المكرمة,الطائف,دور - سكني,123,20325.054054
2019,3,مكة المكرمة,تربة,دور - سكني,3,13800
2019,3,مكة المكرمة,جدة,دور - سكني,182,35176.299363
2019,3,مكة المكرمة,رابغ,دور - سكني,1,15000
2019,3,مكة المكرمة,مكة المكرمة,دور - سكني,137,27230.56
2019,3,مكة المكرمة,أضم,شقة - سكني,1,9600
2019,3,مكة المكرمة,الجموم,شقة - سكني,6,12066.666666
2019,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,54,17612.911111
2019,3,مكة المكرمة,الخرمة,شقة - سكني,3,8266.666666
2019,3,مكة المكرمة,الطائف,شقة - سكني,1568,16976.796338
2019,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,2,18600
2019,3,مكة المكرمة,القنفذة,شقة - سكني,258,17110.181069
2019,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,21,14503.55
2019,3,مكة المكرمة,الليث,شقة - سكني,194,14259.423423
2019,3,مكة المكرمة,تربة,شقة - سكني,4,11600
2019,3,مكة المكرمة,ثول,شقة - سكني,1,22000
2019,3,مكة المكرمة,جدة,شقة - سكني,22136,20721.762849
2019,3,مكة المكرمة,خليص,شقة - سكني,76,11345.59375
2019,3,مكة المكرمة,رابغ,شقة - سكني,123,12537.857142
2019,3,مكة المكرمة,رنية,شقة - سكني,2,7250
2019,3,مكة المكرمة,مكة المكرمة,شقة - سكني,5752,18073.375079
2019,3,مكة المكرمة,الطائف,فيلا - سكني,5,41600
2019,3,مكة المكرمة,تربة,فيلا - سكني,1,13090
2019,3,مكة المكرمة,جدة,فيلا - سكني,385,77535.422492
2019,3,مكة المكرمة,رابغ,فيلا - سكني,1,24000
2019,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,40,41641.147058
2019,3,مكة المكرمة,الجموم,محل - تجاري,12,522.164368
2019,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,49,451.794553
2019,3,مكة المكرمة,الطائف,محل - تجاري,128,655.369504
2019,3,مكة المكرمة,القنفذة,محل - تجاري,9,524.442597
2019,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,1,3200
2019,3,مكة المكرمة,الليث,محل - تجاري,11,437.380953
2019,3,مكة المكرمة,تربة,محل - تجاري,1,354.16667
2019,3,مكة المكرمة,جدة,محل - تجاري,759,763.419516
2019,3,مكة المكرمة,خليص,محل - تجاري,1,303.0303
2019,3,مكة المكرمة,رابغ,محل - تجاري,3,433.333333
2019,3,مكة المكرمة,مكة المكرمة,محل - تجاري,821,789.881199
2019,3,مكة المكرمة,جدة,معرض تجاري - تجاري,48,872.368593
2019,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,24,1799.996778
2019,3,مكة المكرمة,الطائف,مكتب - تجاري,4,320.176282
2019,3,مكة المكرمة,جدة,مكتب - تجاري,185,437.931348
2019,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,48,366.974799
2019,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,2,13200
2019,4,مكة المكرمة,الطائف,استديو - سكني,18,10829.411764
2019,4,مكة المكرمة,القنفذة,استديو - سكني,5,18000
2019,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,1,9600
2019,4,مكة المكرمة,جدة,استديو - سكني,762,14083.924667
2019,4,مكة المكرمة,رابغ,استديو - سكني,1,6600
2019,4,مكة المكرمة,مكة المكرمة,استديو - سكني,78,12805.833333
2019,4,مكة المكرمة,الطائف,دوبلاكس - سكني,2,40250
2019,4,مكة المكرمة,جدة,دوبلاكس - سكني,260,80104.938271
2019,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,17,28852.0625
2019,4,مكة المكرمة,الجموم,دور - سكني,1,9163
2019,4,مكة المكرمة,الجموم - بحرة,دور - سكني,11,14218.181818
2019,4,مكة المكرمة,الطائف,دور - سكني,97,20724.390243
2019,4,مكة المكرمة,القنفذة,دور - سكني,1,12000
2019,4,مكة المكرمة,الليث,دور - سكني,1,80000
2019,4,مكة المكرمة,جدة,دور - سكني,194,35820.10559
2019,4,مكة المكرمة,رابغ,دور - سكني,2,42500
2019,4,مكة المكرمة,مكة المكرمة,دور - سكني,113,21162.188235
2019,4,مكة المكرمة,أضم,شقة - سكني,1,24000
2019,4,مكة المكرمة,الجموم,شقة - سكني,9,11215.111111
2019,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,74,17017.852459
2019,4,مكة المكرمة,الطائف,شقة - سكني,1574,16579.825617
2019,4,مكة المكرمة,القنفذة,شقة - سكني,166,17900.722972
2019,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,34,17121.766666
2019,4,مكة المكرمة,الليث,شقة - سكني,114,14780.236842
2019,4,مكة المكرمة,الموية,شقة - سكني,1,13200
2019,4,مكة المكرمة,تربة,شقة - سكني,5,10750
2019,4,مكة المكرمة,ثول,شقة - سكني,1,16800
2019,4,مكة المكرمة,جدة,شقة - سكني,26027,20585.243319
2019,4,مكة المكرمة,خليص,شقة - سكني,38,12677.419354
2019,4,مكة المكرمة,رابغ,شقة - سكني,69,12670.160714
2019,4,مكة المكرمة,رنية,شقة - سكني,3,10333.333333
2019,4,مكة المكرمة,مكة المكرمة,شقة - سكني,5713,17799.969879
2019,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,7,14640
2019,4,مكة المكرمة,الطائف,فيلا - سكني,8,43500
2019,4,مكة المكرمة,جدة,فيلا - سكني,406,78914.784883
2019,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,47,42420.166666
2019,4,مكة المكرمة,أضم,محل - تجاري,1,380.95238
2019,4,مكة المكرمة,الجموم,محل - تجاري,6,784.791276
2019,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,36,416.46987
2019,4,مكة المكرمة,الخرمة,محل - تجاري,3,604.315476
2019,4,مكة المكرمة,الطائف,محل - تجاري,159,698.033595
2019,4,مكة المكرمة,القنفذة,محل - تجاري,5,497.507936
2019,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,1,2500
2019,4,مكة المكرمة,الليث,محل - تجاري,5,563.392857
2019,4,مكة المكرمة,ثول,محل - تجاري,1,312.5
2019,4,مكة المكرمة,جدة,محل - تجاري,1001,719.157399
2019,4,مكة المكرمة,رابغ,محل - تجاري,5,187.614678
2019,4,مكة المكرمة,رنية,محل - تجاري,1,250
2019,4,مكة المكرمة,مكة المكرمة,محل - تجاري,1278,970.487257
