,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
اوغسطس,5682000,2154,5,3170000,1358.65,4,37657461,6902.94,16,,,,,,,,
سبتمبر,14889697,4892.17,13,12495221,3418.11,7,13342015,5972.0199999999995,13,,,,,,,,
اكتوبر,14756338,5478,13,25623715,9606.33,16,12087760,3638.95,12,,,,,,,,
نوفمبر,7970000,2224.66,7,43186000,11871.5,7,6303109,2618.5,6,,,,,,,,
ديسمبر,9170000,3329,7,8576750,4933.4,9,27573467,9122.34,16,,,,,,,,
حي/الورود,157452548,26621.2,33,121278824,27404.83,40,79838902,24672.23,60,91748695,23083.469999999998,40,,,,,
يناير,1500000,520,1,11493850,3802.09,5,9326000,3182.84,5,14036650,4187.709999999999,11,,,,,
فبراير,91698672,8210.75,5,3320000,950,2,6820000,2414,5,20880483,4400.46,8,,,,,
مارس,5030000,700,2,15400000,2842.95,5,7162500,2439.25,5,33610000,8250.64,12,,,,,
ابريل,7650000,1941.33,4,1050000,416,1,1200000,520,1,23221562,6244.66,9,,,,,
مايو,26516666,7265.12,5,13160000,2721,4,,,,,,,,,,,
يونيو,,,,3892974,1490,3,5375000,1756,3,,,,,,,,
يوليو,11887210,3806.35,7,11400000,4293.04,4,1000000,400,1,,,,,,,,
اوغسطس,870000,351,1,4680000,1290,2,770000,219.8,1,,,,,,,,
سبتمبر,1525000,615,1,8840000,2644.6,5,7742002,2711.9,4,,,,,,,,
اكتوبر,5175000,1691.65,4,2100000,1038.9,2,10355000,3296,5,,,,,,,,
نوفمبر,2500000,670,1,41552000,4336.25,4,16783400,4296.28,13,,,,,,,,
ديسمبر,3100000,850,2,4390000,1580,3,13305000,3436.1599999999994,17,,,,,,,,
حي/الوزارات,21191269,5159.89,28,69868037,18729.410000000003,42,15936085,6561.14,28,7921000,2115.17,15,,,,,
يناير,660000,353.87,3,4315000,871,4,6042498,1723.09,7,1771000,398.01,3,,,,,
فبراير,160000,366.01,2,2570000,493.66,3,400000,225,1,760000,330,3,,,,,
مارس,500000,112.5,1,2890000,1613.73,6,,,,3825000,844.49,6,,,,,
ابريل,1850000,409.43,4,800000,450,1,,,,1565000,542.67,3,,,,,
مايو,2341769,427.5,3,26268710,6925.24,8,,,,,,,,,,,
يونيو,1404500,112.5,2,21594710,5500.34,3,2333500,1741.89,5,,,,,,,,
يوليو,5850000,1477.44,4,70000,120,1,719703,274.99,2,,,,,,,,
اوغسطس,500000,127.01,1,210000,112.5,1,850000,425,3,,,,,,,,
سبتمبر,4700000,970,2,4192869,873.75,5,530384,592.55,2,,,,,,,,
اكتوبر,1980000,246.53,3,1100000,337.5,2,780000,326.25,3,,,,,,,,
نوفمبر,1245000,557.1,3,400000,296.7,2,950000,339.87,2,,,,,,,,
ديسمبر,,,,5456748,1134.99,6,3330000,912.5,3,,,,,,,,
حي/الوسيطا,2569444,898.07,4,,,,1460000,1250.5700000000002,6,728000,99.11,1,,,,,
فبراير,150000,102.2,1,,,,,,,,,,,,,,
مارس,2419444,795.87,3,,,,,,,728000,99.11,1,,,,,
يونيو,,,,,,,800000,336.9,3,,,,,,,,
نوفمبر,,,,,,,660000,913.6700000000001,3,,,,,,,,
حي/الوشام,59808476,13790.710000000001,10,3317294,2719.8500000000004,7,20903730,14179.45,16,3699600,2073.15,5,,,,,
يناير,,,,,,,10000000,5910,2,813600,682.52,2,,,,,
فبراير,,,,,,,100000,765.97,1,2468000,1178.41,2,,,,,
مارس,7950000,1602.52,3,,,,6250000,3054.81,1,,,,,,,,
ابريل,24813476,4296.84,2,825000,429.95,1,,,,418000,212.22,1,,,,,
مايو,10000000,2400,1,1105151,484.5,2,,,,,,,,,,,
يونيو,,,,,,,1080000,938.7900000000001,2,,,,,,,,
يوليو,70000,73.35,1,,,,370000,625,1,,,,,,,,
اوغسطس,,,,,,,300000,693.16,1,,,,,,,,
سبتمبر,,,,457143,573.7,2,200000,370.5,1,,,,,,,,
اكتوبر,,,,,,,369330,207.51999999999998,2,,,,,,,,
نوفمبر,1545000,2743,1,,,,240000,149,1,,,,,,,,
ديسمبر,15430000,2675,2,930000,1231.7,2,1994400,1464.7,4,,,,,,,,
حي/الوصيل,,,,,,,,,,3000000000,861069.6399999999,6,,,,,
مارس,,,,,,,,,,3000000000,861069.6399999999,6,,,,,
حي/الياسمين,1975597917,715690.887,1328,2576608767,790158.9666000002,1468,2123311176,554407.997,1153,1070140997,534592.0898000001,444,,,,,
يناير,124777989,41680.100000000006,78,188903618,60249.708300000006,128,117647108,32769.87999999999,72,321509998,64808.33500000001,104,,,,,
فبراير,136791271,46910.551999999996,89,284122791,103419.70999999999,146,214577614,61639.19500000001,104,143299697,33922.02,87,,,,,
مارس,165745829,62550.845,102,302044235,109035.74500000002,151,119780991,32427.945000000003,63,408631217,373246.0900000001,183,,,,,
ابريل,115993423,45778.00000000001,98,179568759,50979.7,130,24582590,5685.150000000001,18,196700085,62615.644799999995,70,,,,,
مايو,195137815,68335.19649999999,145,151893508,43727.695000000014,92,35464737,8929.22,24,,,,,,,,
يونيو,80938867,22808.67,42,111280358,28957.019999999997,52,706565899,184796.22499999998,258,,,,,,,,
يوليو,124015509,45432.74999999999,75,213326707,65921.66649999998,108,82610456,22050.15,83,,,,,,,,
اوغسطس,129646197,33216,83,211029688,51630.21500000001,133,81732326,24564.234999999997,67,,,,,,,,
سبتمبر,206365578,89535.25,195,298049113,92957.22000000004,173,173676865,50984.145,152,,,,,,,,
اكتوبر,149812931,54247.234,99,225424999,77871.8953,183,161809884,42325.159999999996,81,,,,,,,,
نوفمبر,266014316,92240.0385,157,262762455,59333.3915,85,225308664,47309.51400000002,120,,,,,,,,
ديسمبر,280358192,112956.25100000002,165,148202536,46075.00000000001,87,179554042,40927.178,111,,,,,,,,
حي/اليرموك,368485876,150274.48130000004,341,608378711,238508.034,419,590417520,238262.672,438,284316269,101596.195,196,,,,,
يناير,21284865,8111.053000000001,24,77224863,28762.038,42,34647081,14954.864999999994,40,65499564,27253.364999999998,48,,,,,
فبراير,60013131,22929.707000000002,38,29190068,13292.108,30,52273445,25713.4,43,93070295,32681.844999999998,59,,,,,
مارس,30568989,11689.259999999998,35,48753387,20294.46,44,37954790,17202.6599,25,83091295,26218.394999999997,42,,,,,
ابريل,53346029,18002.03,33,49949817,18376.772,43,10282565,4565.25,10,42655115,15442.59,47,,,,,
مايو,33277019,13551.79,34,48273821,23552.686999999998,37,23765029,7913.1906,14,,,,,,,,
يونيو,9263000,5337.829299999999,10,10356399,4752.67,14,78582215,30827.320000000007,55,,,,,,,,
يوليو,22055789,9713.8,22,46930533,15492.97,30,23547418,9103.26,18,,,,,,,,
اوغسطس,10442735,5262.05,13,14033825,5178.32,18,19622268,9928.630000000001,20,,,,,,,,
سبتمبر,16777637,8445.32,20,41740124,17754.29,39,62585608,21453.479999999992,36,,,,,,,,
اكتوبر,43790836,17185.612999999998,39,157406166,54752.251000000004,44,138819567,57024.172,112,,,,,,,,
نوفمبر,30652567,12151.356,33,45957746,21390.5206,38,47521348,20682.885000000002,42,,,,,,,,
ديسمبر,37013279,17894.673000000003,40,38561962,14908.947400000001,40,60816186,18893.5595,23,,,,,,,,
حي/اليمامة,15473399,14759.699999999999,64,26597665,19273.84,80,20192080,20663.12,67,6356562,6773.52,25,,,,,
يناير,450000,387.03999999999996,2,645000,666.5,4,3580000,6713.79,7,951167,1238.6299999999999,6,,,,,
فبراير,942000,775.3299999999999,4,1548147,1127.02,5,1548000,939.37,5,2150300,2288.6,9,,,,,
مارس,90000,108.41,1,2271000,1947.93,8,1350000,552.8399999999999,2,2625095,2676.29,8,,,,,
ابريل,1370000,1520.81,7,2695400,1440.45,6,,,,630000,570,2,,,,,
مايو,2220000,1568.87,7,3946000,1931.6599999999999,8,1660000,911.75,4,,,,,,,,
يونيو,485000,438.35,3,2302475,1210.4,4,3620700,2805.56,10,,,,,,,,
يوليو,1018000,930.61,6,395000,453.26,2,1856080,2064.24,8,,,,,,,,
اوغسطس,1265000,1282.33,6,2237043,1944.0800000000004,7,3163750,2268.6099999999997,11,,,,,,,,
سبتمبر,3208399,3573.7,10,2230000,1614.73,7,955000,1301.01,6,,,,,,,,
اكتوبر,1720000,1551.8799999999999,7,1554000,1853.3100000000002,6,948600,855.9300000000001,5,,,,,,,,
نوفمبر,915000,540.36,3,3625000,2244,10,659950,916.33,4,,,,,,,,
ديسمبر,1790000,2082.01,8,3148600,2840.5,13,850000,1333.69,5,,,,,,,,
حي/ام الحمام,94062113,52556.19500000001,76,141407747,47952.62499999999,103,175833004,59036.85999999999,106,368352526,57327.25,56,,,,,
يناير,2991210,1213.105,4,14846250,6554.790000000001,13,8135000,4137.23,12,8550000,3104.62,8,,,,,
فبراير,3956500,1845.92,7,7648000,2349.2,7,11459500,2812.05,7,292499500,38799.69,20,,,,,
مارس,4301000,1334,4,5843419,2095.4700000000003,9,14502500,5613.72,9,47276276,10249.439999999999,13,,,,,
ابريل,11690200,4488.27,8,13915555,3768.0699999999997,9,,,,20026750,5173.5,15,,,,,
مايو,14758820,21930,5,35331000,4312.5,4,9525000,1667,3,,,,,,,,
يونيو,6000000,2268.81,1,5175000,2054.42,5,73543703,22962.85,29,,,,,,,,
يوليو,8053000,2132.3199999999997,7,12455000,5820.5,13,4475500,2569.5,3,,,,,,,,
اوغسطس,784640,617,2,5917000,2139.625,6,3200000,665.8499999999999,3,,,,,,,,
سبتمبر,12361800,4592.37,8,13666300,6183.75,10,21120000,6556.03,11,,,,,,,,
اكتوبر,10140500,3423.8999999999996,10,16978223,6840.42,10,17822788,5315.73,8,,,,,,,,
نوفمبر,7597232,4204.5,10,3512000,1861,7,6034013,3531.22,12,,,,,,,,
ديسمبر,11427211,4506,10,6120000,3972.88,10,6015000,3205.6800000000003,9,,,,,,,,
حي/ام الشعال,,,,200000,28972.62,2,1050000,49402.34,4,800000,10100,1,,,,,
يناير,,,,,,,100000,14701.17,1,,,,,,,,
فبراير,,,,,,,100000,14701.17,1,800000,10100,1,,,,,
يونيو,,,,,,,550000,10000,1,,,,,,,,
اكتوبر,,,,,,,300000,10000,1,,,,,,,,
ديسمبر,,,,200000,28972.62,2,,,,,,,,,,,
حي/ام سليم,12486706,4631.545,27,8739700,3340.18,28,15702650,6133.03,19,2565000,1110.72,8,,,,,
يناير,4641600,1019.01,5,1665000,765.86,7,,,,210000,314.3,2,,,,,
فبراير,470000,306.64,2,1330000,587.36,4,500000,129.01,1,515000,214.66,2,,,,,
مارس,365000,391.69,4,2889500,679.86,4,700000,143.1,1,1770000,518.51,3,,,,,
ابريل,1750106,719.23,1,100000,56.75,1,,,,70000,63.25,1,,,,,
مايو,450000,300.4,2,,,,,,,,,,,,,,
يونيو,50000,125.64,1,630700,158.19,2,730000,247.63,3,,,,,,,,
يوليو,3835000,1265.5349999999999,8,738500,345.62,3,268000,298.23,3,,,,,,,,
اوغسطس,,,,,,,350000,287.74,2,,,,,,,,
سبتمبر,,,,250000,133.1,1,200000,337.77,3,,,,,,,,
اكتوبر,250000,166,1,420000,188.34,2,1110000,519.86,4,,,,,,,,
نوفمبر,,,,196000,99.95,1,11844650,4169.69,2,,,,,,,,
ديسمبر,675000,337.4,3,520000,325.15,3,,,,,,,,,,,
حي/بدر,418769971,1377395.5970000003,592,1000818378,2731317.1891,1266,1002829256,2198459.125,788,508191631,510863.7949999999,419,,,,,
يناير,36819151,28183.910000000003,59,49249596,42637.95999999999,77,66703026,52936.54000000001,88,231645604,261222.63999999996,104,,,,,
فبراير,45794424,31164.190000000002,69,63864036,48716.80000000001,102,65394306,52937.86999999999,117,98491043,89193.94999999998,96,,,,,
مارس,33937887,18172.333000000002,49,90696287,600537.7250000001,92,57510920,42078.14,78,108166237,100666.14000000003,136,,,,,
ابريل,45208276,29630.224000000002,61,70739858,345029.15999999974,87,35981181,15468.355,44,69888747,59781.06499999999,83,,,,,
مايو,49521245,831462.605,65,55101071,48881.62,62,496492946,1787901.9380000005,39,,,,,,,,
يونيو,4741438,2725,5,30076825,27944.92,54,87484314,83731.94999999998,97,,,,,,,,
يوليو,17649400,15766.720000000003,35,162113248,916871.4500000002,129,18894283,21062.179999999997,27,,,,,,,,
اوغسطس,10575850,7240.5599999999995,20,92710401,314436.02,119,22393921,23434.915,39,,,,,,,,
سبتمبر,21847280,12930.099999999999,33,97222557,106566.40000000002,154,32983993,25960.229999999996,57,,,,,,,,
اكتوبر,31728556,289174.0200000001,48,95174281,103662.08000000002,123,36995471,31451.78,69,,,,,,,,
نوفمبر,50526918,42833.065,76,87686387,83460.01000000001,135,46620160,35953.837,80,,,,,,,,
ديسمبر,70419546,68112.87000000002,72,106183831,92573.04410000001,132,35374735,25541.39,53,,,,,,,,
حي/بغلف,,,,503620,375,1,100000,840,1,,,,,,,,
مايو,,,,503620,375,1,,,,,,,,,,,
نوفمبر,,,,,,,100000,840,1,,,,,,,,
حي/بنبان,82784822,232098.22999999998,36,109381473,292776.18,63,260928475,583232.43,82,96040943,143072.81,26,,,,,
يناير,1917500,4450,2,3763000,14485,4,18077700,40963.67,5,8243750,10220.36,5,,,,,
فبراير,17557950,19125,3,4424535,10210.32,5,5804762,75250,8,23761470,32212.36,4,,,,,
مارس,16809372,82870.76999999999,6,12703360,37889.29,8,2535000,11713.34,3,46070547,83340.09,12,,,,,
ابريل,11750000,15245,3,11375000,27844.05,6,,,,17965176,17300,5,,,,,
مايو,3450000,12500,2,6476640,9681.4,3,,,,,,,,,,,
يونيو,4600000,6750,1,9502067,17822.879999999997,2,70609495,146086.16,21,,,,,,,,
يوليو,4000000,13178.689999999999,2,12944420,40030.04,9,7776818,12975.47,3,,,,,,,,
اوغسطس,6000000,15718.15,2,15392900,34905.96,4,599998,4768.64,2,,,,,,,,
سبتمبر,1500000,10000,1,7823380,22742.4,6,19310027,36560.7,7,,,,,,,,
اكتوبر,1550000,2035,4,5080000,13062.5,5,22198750,35650.520000000004,12,,,,,,,,
نوفمبر,9000000,34525.31,6,11664711,37640.33,6,95657876,191590.29,16,,,,,,,,
ديسمبر,4650000,15700.31,4,8231460,26462.010000000002,5,18358049,27673.64,5,,,,,,,,
حي/تلال,3033310,540.02,1,110457219,25587.6,7,4399999,720.99,1,11962000,2337.4500000000003,16,,,,,
مارس,,,,,,,,,,4252000,872.08,6,,,,,
ابريل,,,,10197978,1936.42,3,,,,7710000,1465.3700000000001,10,,,,,
مايو,,,,2798241,540.02,1,,,,,,,,,,,
يونيو,3033310,540.02,1,,,,,,,,,,,,,,
يوليو,,,,6642000,2460,1,,,,,,,,,,,
سبتمبر,,,,90000000,19832.16,1,,,,,,,,,,,
نوفمبر,,,,819000,819,1,4399999,720.99,1,,,,,,,,
حي/ثليم,10781103,3833.9984999999997,29,16681414,3043.7500000000005,19,11750540,2369.3599999999997,12,1187518,531.0500000000001,4,,,,,
يناير,1080000,307.97,3,605000,260.35,3,100000,133,1,,,,,,,,
فبراير,300000,174.8,2,,,,,,,725000,113.47,1,,,,,
مارس,1246349,517.8685,4,4073508,246.48,2,510000,264.04,1,462518,417.58000000000004,3,,,,,
ابريل,310000,455.63,3,3826906,699.01,4,,,,,,,,,,,
مايو,2292754,824.32,6,1194000,423.23,3,,,,,,,,,,,
يونيو,200000,195.55,2,160000,70.5,1,6210540,629.1800000000001,6,,,,,,,,
يوليو,827000,171.47,2,,,,,,,,,,,,,,
اوغسطس,690000,298,3,1190000,194.53,2,,,,,,,,,,,
سبتمبر,100000,50.49,1,4242000,606,1,,,,,,,,,,,
اكتوبر,1035000,270.9,2,200000,108,1,360000,101.9,1,,,,,,,,
نوفمبر,2700000,567,1,90000,110,1,3110000,146.85,1,,,,,,,,
ديسمبر,,,,1100000,325.65,1,1460000,1094.3899999999999,2,,,,,,,,
حي/جبره,60000,163.5,1,165000,73.04,1,2929350,1114.07,5,250000,113.63,1,,,,,
يناير,,,,165000,73.04,1,,,,250000,113.63,1,,,,,
ابريل,60000,163.5,1,,,,,,,,,,,,,,
اوغسطس,,,,,,,700000,146.33,1,,,,,,,,
سبتمبر,,,,,,,200000,257.62,1,,,,,,,,
نوفمبر,,,,,,,2029350,710.1199999999999,3,,,,,,,,
حي/جرير,23531100,13859.310000000001,31,40990877,26572.510000000002,49,34966314,20920.7,45,14178109,7657.68,20,,,,,
يناير,4726000,1588.75,5,2625000,1295,5,1243000,1250,1,820000,512.5,2,,,,,
فبراير,1200000,841,2,2942000,1301.51,3,3193596,2254.64,5,5812500,2824.31,7,,,,,
مارس,1650000,950,3,3250000,1603.7,4,1800000,720.65,2,2668250,1722.37,4,,,,,
ابريل,1700000,1217.7,3,2235200,1568.2,3,,,,4877359,2598.5,7,,,,,
مايو,550000,650,2,4870000,2729.8199999999997,6,1935000,1134,2,,,,,,,,
يونيو,778000,210,1,1950000,3462,3,8462378,5673.889999999999,10,,,,,,,,
يوليو,1300000,911.25,3,7726677,4517.78,9,2322800,1373.75,4,,,,,,,,
اوغسطس,1997000,1273,2,3650000,1299.99,2,2002834,1372.5,4,,,,,,,,
سبتمبر,1650000,700,2,2740000,2142,4,3492907,956,3,,,,,,,,
اكتوبر,2364000,2167.6099999999997,4,1330000,650,1,2460000,2344.5,4,,,,,,,,
نوفمبر,3616100,2400,2,1780000,953.99,3,6273799,1874.8,5,,,,,,,,
ديسمبر,2000000,950,2,5892000,5048.5199999999995,6,1780000,1965.97,5,,,,,,,,
حي/حطين,1387919127,367595.685,285,1893038953,455315.60469999997,450,2686068116,588471.365,475,1086813953,230687.22999999995,180,,,,,
يناير,114526158,32188.336000000003,19,114692340,35204.956,35,167941192,42370.549999999996,61,229902538,48627.07499999999,40,,,,,
فبراير,181109389,38483.244,30,161523260,47898.549999999996,29,143212319,40794.74,30,292021858,61916.27,47,,,,,
مارس,63150480,14451.13,22,99682977,34342.4,35,156292613,47965.97,17,380355289,87869.80999999998,55,,,,,
ابريل,105699890,25034.579999999998,28,146815661,46849.994,29,40710000,8541.25,7,184534268,32274.075,38,,,,,
مايو,113205131,35886.31,28,221883656,39770.98999999999,42,121079305,23519.6,18,,,,,,,,
يونيو,62467196,23860.91,16,190861034,29073.14,30,1045548603,168679.88499999995,167,,,,,,,,
يوليو,290268768,47452.58,23,170585126,45549.76999999999,46,143578379,26079.635000000002,22,,,,,,,,
اوغسطس,78177176,36310.774999999994,11,179655275,34978.409999999996,32,194962298,55169.1,26,,,,,,,,
سبتمبر,38744564,15051.045,16,216798920,41349.71,42,229565039,74723.59000000001,36,,,,,,,,
اكتوبر,102974316,34133.82,26,114710338,30930.960000000006,24,76516370,18435.230000000003,31,,,,,,,,
نوفمبر,155793426,41070.225,27,92829324,21697.3347,17,122961999,25027.55,32,,,,,,,,
ديسمبر,81802633,23672.730000000003,39,183001042,47669.38999999999,89,243699999,57164.265,28,,,,,,,,
حي/حلة العماج,525000,196.77,1,630000,196.77,1,250000,109.25,1,,,,,,,,
ابريل,,,,630000,196.77,1,,,,,,,,,,,
يونيو,,,,,,,250000,109.25,1,,,,,,,,
اكتوبر,525000,196.77,1,,,,,,,,,,,,,,
حي/حلة العنوز,79500,53.33,2,,,,12991680,7381.64,1,,,,,,,,
يناير,,,,,,,12991680,7381.64,1,,,,,,,,
فبراير,15000,13.33,1,,,,,,,,,,,,,,
مارس,64500,40,1,,,,,,,,,,,,,,
حي/حلة بن دايل,1968000,1350.82,5,985000,934.71,5,968000,493.98,2,532000,897.72,4,,,,,
يناير,,,,500000,398,1,,,,,,,,,,,
فبراير,,,,100000,100.71,1,,,,,,,,,,,
مارس,,,,115000,128,1,,,,385000,737.12,3,,,,,
ابريل,,,,270000,308,2,,,,147000,160.6,1,,,,,
يوليو,330000,398,1,,,,,,,,,,,,,,
اوغسطس,1258000,455.90999999999997,2,,,,968000,493.98,2,,,,,,,,
اكتوبر,100000,98.91,1,,,,,,,,,,,,,,
نوفمبر,280000,398,1,,,,,,,,,,,,,,
حي/خنشليلة,64975572,30655.572,47,26813613,21027.760000000002,35,58292048,33295.619999999995,51,12080626,6364,13,,,,,
يناير,2202000,833.938,3,1950000,1882,4,3065338,2592.23,5,1836626,800,2,,,,,
فبراير,26130266,5262.91,5,3062832,2462.5,5,2101677,1650,3,1694000,1117,3,,,,,
مارس,2608068,1128.27,5,2150000,1240,2,10233000,2803,3,6000000,3325,6,,,,,
ابريل,3878711,2252.576,6,2377000,1300,2,3339302,1378,2,2550000,1122,2,,,,,
مايو,2417658,860.6999999999999,3,1000000,962.5,2,,,,,,,,,,,
يونيو,,,,,,,29462854,19560.64,21,,,,,,,,
يوليو,2422725,2037.808,5,1050000,1896.5,4,1232277,453.75,2,,,,,,,,
اوغسطس,9397644,8552,5,350000,500,1,1050000,422,2,,,,,,,,
سبتمبر,935000,440,1,7270000,5862,5,1442000,1061,3,,,,,,,,
اكتوبر,3460000,2082.77,4,2398781,1735.3599999999997,3,2050000,939,4,,,,,,,,
نوفمبر,8325000,4315,5,1955000,1437,3,3845000,2079.5,5,,,,,,,,
ديسمبر,3198500,2889.6,5,3250000,1749.9,4,470600,356.5,1,,,,,,,,
حي/دعكنة,23533942,16267.853,32,24422303,19764.18,36,22765854,18159.949999999997,33,5949998,4256.85,8,,,,,
يناير,1118000,1250,2,2750285,3200,6,600000,500,1,800000,881.85,2,,,,,
فبراير,2500438,1455.3600000000001,4,3212200,2465.19,5,3980000,2850,5,2769998,2200,4,,,,,
مارس,1295393,1052.3600000000001,2,902649,1211.5900000000001,3,2820000,2050,3,2380000,1175,2,,,,,
ابريل,5364466,3400.0029999999997,7,1916617,1625,3,1000000,500,1,,,,,,,,
مايو,3136424,2087.35,4,1300000,1000,2,370000,500,1,,,,,,,,
يونيو,600000,625,1,1156574,900,1,4761500,4375,6,,,,,,,,
يوليو,1045000,500,1,500000,500,1,1206570,1130.1,3,,,,,,,,
اوغسطس,,,,1100000,625,1,,,,,,,,,,,
سبتمبر,900000,900,1,1920000,2250,4,2302438,1800,4,,,,,,,,
اكتوبر,1399672,500,1,4642500,2450,3,1412346,1250,2,,,,,,,,
نوفمبر,2761238,2397.7799999999997,6,3061219,2250,4,2193000,1698,4,,,,,,,,
ديسمبر,3413311,2100,3,1960259,1287.4,3,2120000,1506.85,3,,,,,,,,
حي/ديراب,27396655,32214.15,63,164736673,145600.245,317,211394271,115529.59,290,22975115,17625.57,37,,,,,
يناير,2072158,2942,6,4483500,5864.5,11,47556807,25613.87,68,4702113,4016.89,9,,,,,
فبراير,2555000,2812.5,5,4345500,6667,10,37712714,18128.745000000003,49,6002502,5578.139999999999,11,,,,,
مارس,3790597,2900,6,5654500,8065.75,14,31217752,14544.5,37,10795500,6530.54,13,,,,,
ابريل,1855900,853.75,2,3016651,3243.75,8,30567615,10040.75,32,1475000,1500,4,,,,,
مايو,4791500,5450,8,3098888,6758.75,9,17180024,6156.625,20,,,,,,,,
يونيو,200000,1000,2,3200860,3176.5,6,17384600,10075.5,23,,,,,,,,
يوليو,1192500,1575,3,10905531,12583.75,29,3385200,2125,4,,,,,,,,
اوغسطس,300000,625,1,19780523,16896.25,43,4075225,4402.5,10,,,,,,,,
سبتمبر,750000,1971.9,5,23990043,25553.25,56,10266365,9092.975,20,,,,,,,,
اكتوبر,2475000,3481,9,34647369,23077.85,52,2981000,3988.125,8,,,,,,,,
نوفمبر,3759000,4070,8,18601313,10682.395,28,5652999,4911,10,,,,,,,,
ديسمبر,3655000,4533,8,33011995,23030.5,51,3413970,6450,9,,,,,,,,
حي/سكيرينة,1856270,1207.5299999999997,9,3282000,1350.4,10,2320000,1256.196,10,1486000,795.76,6,,,,,
يناير,270000,116.31,1,,,,465000,287.4,2,730000,359.12,3,,,,,
فبراير,110000,98.79,1,,,,170000,96,1,250000,128,1,,,,,
مارس,,,,1474000,525.25,4,,,,506000,308.64,2,,,,,
ابريل,550000,315.71999999999997,3,435000,210.86,2,,,,,,,,,,,
مايو,310000,116.31,1,,,,,,,,,,,,,,
يونيو,100000,134,1,,,,,,,,,,,,,,
يوليو,,,,,,,870000,148.18,1,,,,,,,,
سبتمبر,230000,126.4,1,,,,,,,,,,,,,,
اكتوبر,,,,320000,134.85,1,500000,257.056,3,,,,,,,,
نوفمبر,,,,,,,125000,275.56,2,,,,,,,,
ديسمبر,286270,300,1,1053000,479.44,3,190000,192,1,,,,,,,,
حي/سلطانة,22807005,16589.559999999998,37,48672378,36394.314999999995,55,24666667,17033.635,42,12571900,12962.220000000001,23,,,,,
يناير,650000,243.61,1,240000,277.36,1,1297760,1268.4,2,2090900,3700,4,,,,,
فبراير,1250000,1754,3,1910000,2142.5,3,2697200,1244.813,3,5046000,5059.26,10,,,,,
مارس,1222960,1388.15,3,3234248,3480.5,6,2615573,1878.99,4,4110000,3376,7,,,,,
ابريل,3865000,2019.4299999999998,5,3304879,2551.99,6,700000,575,1,1325000,826.96,2,,,,,
مايو,2192000,1926.38,4,2341651,2662.98,6,1100000,754,1,,,,,,,,
يونيو,974975,275,1,525000,575,1,1388825,886.84,4,,,,,,,,
يوليو,490000,889.25,2,3494000,2650.645,6,285557,406.7,2,,,,,,,,
اوغسطس,865000,671.56,2,1565000,1563,4,3760270,2931.12,7,,,,,,,,
سبتمبر,1605000,1050,3,23366700,14053.5,5,3010000,2224.38,5,,,,,,,,
اكتوبر,7541070,3957.2400000000002,7,4068900,3338.9,8,3941482,2339.392,5,,,,,,,,
نوفمبر,436000,570.38,2,1857000,1372.51,4,1520000,900,2,,,,,,,,
ديسمبر,1715000,1844.56,4,2765000,1725.43,5,2350000,1624,6,,,,,,,,
حي/شبرا,68164945,42324.075,90,73672138,46256.219999999994,98,84152775,62386.53999999999,98,34020576,20586.94,37,,,,,
يناير,7159000,2748,7,6160000,3054.5,8,7216000,4675,9,4420000,4315.58,6,,,,,
فبراير,6880934,3117.875,7,14864998,5465,11,24187024,17320.3,16,14046489,7221.74,15,,,,,
مارس,3096631,3526.37,7,5857202,3482.1,7,10160000,6717.5,9,8154087,5784,11,,,,,
ابريل,5932000,3145,7,4090488,3208.75,6,945000,440,1,7400000,3265.62,5,,,,,
مايو,3506664,2260,5,3836000,3320,7,1683000,1065,2,,,,,,,,
يونيو,1268994,590,2,3773750,2931.5,5,5297940,5415.2,11,,,,,,,,
يوليو,5741175,3438.12,8,6889000,5158.07,11,9021944,4816.11,10,,,,,,,,
اوغسطس,1930000,734.3199999999999,3,1512000,1212.5,3,4034849,3942.5,9,,,,,,,,
سبتمبر,3145000,2190.87,5,7949700,5989,13,7063518,5131.2,10,,,,,,,,
اكتوبر,6595367,3456.42,12,9926500,7524.8,16,6340000,4429,5,,,,,,,,
نوفمبر,7714200,4923.75,10,3575000,2050,4,5083500,4619.23,8,,,,,,,,
ديسمبر,15194980,12193.35,17,5237500,2860,7,3120000,3815.5,8,,,,,,,,
حي/شرق الرياض,256623964,3036721.8700000006,3159,586853140,5460162.0996,5753,927044152,6270699.7179999985,6530,1130941414,4666753.550000001,4527,,,,,
يناير,23305000,262897.7100000001,288,50112758,458708.21959999995,485,112732424,810715.5499999999,837,253448079,1356177.9900000002,1278,,,,,
