,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
اوغسطس,,,,,,,400000,500,1,,,,,,,,
سبتمبر,,,,,,,95000,500,1,,,,,,,,
اكتوبر,,,,,,,305556,500,1,,,,,,,,
نوفمبر,,,,265000,900,1,,,,,,,,,,,
ديسمبر,,,,,,,850000,720.91,1,,,,,,,,
حي/مخطط العمرة النموذجى رقم ثمانيه,,,,,,,,,,1000000,875,1,,,,,
مارس,,,,,,,,,,1000000,875,1,,,,,
حي/مخطط العمرة رقم 2,2779932,2503.7,4,3230000,4410,7,3525349,3219.62,5,,,,,,,,
مارس,,,,420000,625,1,,,,,,,,,,,
مايو,2000000,1253.7,2,700000,660,1,,,,,,,,,,,
يونيو,,,,1350000,1875,3,,,,,,,,,,,
يوليو,350000,625,1,230000,625,1,1525349,625,1,,,,,,,,
اكتوبر,,,,530000,625,1,2000000,2594.62,4,,,,,,,,
نوفمبر,429932,625,1,,,,,,,,,,,,,,
حي/مخطط العمرة رقم 3,1666821,2911.8900000000003,6,2395000,2027,5,1770000,1220.6100000000001,3,590000,515.5,1,,,,,
يناير,48321,21.39,1,,,,,,,,,,,,,,
فبراير,,,,,,,300000,397.21,1,590000,515.5,1,,,,,
مارس,,,,680000,407,1,,,,,,,,,,,
مايو,930000,1009.5,2,,,,,,,,,,,,,,
يوليو,338500,1031,2,,,,,,,,,,,,,,
اكتوبر,350000,850,1,550000,500,1,1100000,423.4,1,,,,,,,,
نوفمبر,,,,720000,740,2,370000,400,1,,,,,,,,
ديسمبر,,,,445000,380,1,,,,,,,,,,,
حي/مخطط العمرة رقم 6,27080170,16090.099999999999,44,39720190,27002.7391,50,27104169,20732.67,38,7039252,3999.6500000000005,7,,,,,
يناير,2090600,1354.04,4,2197605,1515.8700000000001,4,2647552,2182.68,4,3659252,1315,2,,,,,
فبراير,305000,102.85,1,3025000,3591.79,5,2535000,2955.64,5,1000000,381.22,1,,,,,
مارس,3515625,2369.6,5,7200000,3560.66,6,3734000,2088.21,4,700000,736.75,2,,,,,
ابريل,5946582,2428.78,7,3710000,3620.01,6,,,,1680000,1566.68,2,,,,,
مايو,680000,523.3499999999999,2,10909723,3113,6,,,,,,,,,,,
يونيو,2703081,1188.6299999999999,3,3490000,3898.5991000000004,7,1000000,406.12,1,,,,,,,,
يوليو,4095000,2592.8399999999997,6,,,,2700000,2301.46,4,,,,,,,,
اوغسطس,1785632,872,2,2231454,1751.08,3,2180000,2401.27,4,,,,,,,,
سبتمبر,1580000,1597.1499999999999,5,2148911,2288.52,4,100000,870.15,1,,,,,,,,
اكتوبر,1954783,984.6600000000001,3,1532497,1018.81,4,1750000,870.74,2,,,,,,,,
نوفمبر,1336367,1016.05,3,1975000,1284.15,3,8622617,5257.78,10,,,,,,,,
ديسمبر,1087500,1060.15,3,1300000,1360.25,2,1835000,1398.62,3,,,,,,,,
حي/مخطط العمرة رقم 8,3521282,3677.68,6,4873638,3207.64,6,9475064,3843.7400000000002,9,,,,,,,,
يناير,290000,480,1,,,,,,,,,,,,,,
فبراير,,,,,,,636477,580.47,1,,,,,,,,
مارس,580000,592.68,1,950000,494,1,1707587,743.64,2,,,,,,,,
ابريل,1050000,480,1,,,,,,,,,,,,,,
يونيو,,,,1543638,494,1,,,,,,,,,,,
يوليو,,,,1530000,1469.6399999999999,3,,,,,,,,,,,
اوغسطس,,,,,,,1025000,240,1,,,,,,,,
اكتوبر,,,,,,,3030000,1029.63,2,,,,,,,,
نوفمبر,651282,500,1,,,,3076000,1250,3,,,,,,,,
ديسمبر,950000,1625,2,850000,750,1,,,,,,,,,,,
حي/مخطط العمرة رقم 9 زهرة العمرة,3238650,8838,9,2086000,1368,2,4665551,3610.95,7,,,,,,,,
يناير,100000,1491,1,,,,,,,,,,,,,,
مارس,700000,975,1,,,,1110551,311.77,2,,,,,,,,
مايو,,,,1300000,672,1,,,,,,,,,,,
يونيو,,,,,,,1050000,625,1,,,,,,,,
يوليو,800000,2520,3,,,,600000,686.18,1,,,,,,,,
اوغسطس,600000,2325,2,,,,,,,,,,,,,,
اكتوبر,,,,,,,750000,690,1,,,,,,,,
نوفمبر,538650,855,1,786000,696,1,1155000,1298,2,,,,,,,,
ديسمبر,500000,672,1,,,,,,,,,,,,,,
حي/مخطط العمره الجديده,11907932,6295.23,15,5134258,2416.2000000000003,9,2950000,1824.03,5,800000,600,1,,,,,
يناير,,,,,,,480000,212.9,1,,,,,,,,
فبراير,,,,550000,500,1,,,,800000,600,1,,,,,
مارس,700000,234.1,1,,,,600000,750,1,,,,,,,,
ابريل,1225000,280,1,2217000,789.4999999999999,4,540000,190.54,1,,,,,,,,
مايو,900000,500,1,425000,170.59,1,,,,,,,,,,,
يونيو,2485000,530,2,590000,210.19,1,,,,,,,,,,,
يوليو,1759000,1448.5,2,,,,800000,500,1,,,,,,,,
سبتمبر,1459960,880,2,,,,,,,,,,,,,,
اكتوبر,500000,1019.09,2,532258,190.54,1,,,,,,,,,,,
نوفمبر,435222,150.29,1,820000,555.38,1,530000,170.59,1,,,,,,,,
ديسمبر,2443750,1253.25,3,,,,,,,,,,,,,,
حي/مخطط العمره المعدل,590000,1200,2,1045000,1125,2,2705000,1200,2,1000000,500,1,,,,,
يناير,,,,345000,625,1,,,,,,,,,,,
مارس,,,,,,,,,,1000000,500,1,,,,,
ابريل,500000,600,1,700000,500,1,,,,,,,,,,,
يوليو,,,,,,,1000000,500,1,,,,,,,,
ديسمبر,90000,600,1,,,,1705000,700,1,,,,,,,,
حي/مخطط الغسالة رقم 1 المعدل,1078000,1200,3,220000,400,1,988000,400,1,,,,,,,,
مارس,988000,400,1,,,,,,,,,,,,,,
اكتوبر,90000,800,2,220000,400,1,,,,,,,,,,,
نوفمبر,,,,,,,988000,400,1,,,,,,,,
حي/مخطط الفيحاء,17552964,5006.83,13,9239141,5532.555,10,3512419,2326.37,4,2350000,815.04,2,,,,,
يناير,7000000,875,1,,,,572000,149.22,1,550000,178.04,1,,,,,
فبراير,2800000,840,1,1950000,1837.925,2,,,,,,,,,,,
مارس,1850000,912,1,,,,,,,1800000,637,1,,,,,
ابريل,556000,202.9,1,1268000,1380.56,3,,,,,,,,,,,
مايو,451964,625,1,4300000,1019.89,2,,,,,,,,,,,
يوليو,,,,1190980,1136.2,2,,,,,,,,,,,
سبتمبر,,,,530161,157.98,1,,,,,,,,,,,
اكتوبر,,,,,,,847226,637,1,,,,,,,,
نوفمبر,4895000,1551.9299999999998,8,,,,2093193,1540.15,2,,,,,,,,
حي/مخطط الفيحاء المعدل,,,,2152500,759.45,5,6739950,2156.9719999999998,9,,,,,,,,
يناير,,,,,,,1153800,406.03,2,,,,,,,,
مارس,,,,,,,610376,169.65,1,,,,,,,,
ابريل,,,,,,,562500,137.38,1,,,,,,,,
يونيو,,,,,,,1227500,469.9,3,,,,,,,,
اوغسطس,,,,,,,541500,155.25,1,,,,,,,,
اكتوبر,,,,,,,2644274,818.762,1,,,,,,,,
ديسمبر,,,,2152500,759.45,5,,,,,,,,,,,
حي/مخطط الكيلو الثانى,,,,364288,400,1,,,,,,,,,,,
مايو,,,,364288,400,1,,,,,,,,,,,
حي/مخطط المسفلة,7000000,1180,2,3990098,1823.5,4,5076255,3457.01,3,100000,562.5,1,,,,,
يناير,5550000,580,1,2000000,586,1,,,,,,,,,,,
فبراير,,,,214875,75,1,,,,,,,,,,,
مارس,,,,,,,,,,100000,562.5,1,,,,,
يونيو,,,,,,,4701255,2894.51,2,,,,,,,,
يوليو,,,,375223,562.5,1,,,,,,,,,,,
سبتمبر,1450000,600,1,,,,375000,562.5,1,,,,,,,,
اكتوبر,,,,1400000,600,1,,,,,,,,,,,
حي/مخطط المسفلة 11/10,800000,268.9,1,,,,1105445,460,1,,,,,,,,
يونيو,800000,268.9,1,,,,,,,,,,,,,,
يوليو,,,,,,,1105445,460,1,,,,,,,,
حي/مخطط المسفلة التجميعى والمعدل المروه,6000000,1003.13,2,5000000,1210.27,2,1257250,970.5799999999999,3,,,,,,,,
يناير,,,,,,,800000,249.76,1,,,,,,,,
يونيو,,,,5000000,1210.27,2,,,,,,,,,,,
سبتمبر,6000000,1003.13,2,,,,50000,246.07,1,,,,,,,,
نوفمبر,,,,,,,407250,474.75,1,,,,,,,,
حي/مخطط المسفلة الواقع فى جزئى 10 و11,13092500,7998.8865000000005,21,19634347,11029.65,23,9926457,5240.08,13,1660000,632.94,2,,,,,
يناير,,,,1090000,325,1,1044375,400.8165,3,,,,,,,,
فبراير,,,,2755556,1316.97,3,5182082,2616.4335,5,,,,,,,,
مارس,,,,2300000,1485.99,3,400000,153.83,1,1660000,632.94,2,,,,,
ابريل,1600000,771.4,3,4567483,2335.99,4,,,,,,,,,,,
مايو,,,,2631308,469.3,2,,,,,,,,,,,
يونيو,,,,,,,700000,1100,2,,,,,,,,
يوليو,,,,3750000,2300,4,,,,,,,,,,,
اوغسطس,,,,500000,378.89,1,,,,,,,,,,,
سبتمبر,3221250,1458.66,4,,,,,,,,,,,,,,
اكتوبر,,,,800000,550,1,,,,,,,,,,,
نوفمبر,8271250,5768.8265,14,700000,1673.29,3,2600000,969,2,,,,,,,,
ديسمبر,,,,540000,194.22,1,,,,,,,,,,,
حي/مخطط المسفلة رقم 12,9820000,8900.59,13,4123000,2044.85,4,10853865,5018.98,11,408000,123.13,1,,,,,
يناير,,,,900000,520,1,,,,,,,,,,,
فبراير,830000,1000,1,,,,2000000,500,1,,,,,,,,
مارس,920000,500,1,,,,,,,408000,123.13,1,,,,,
ابريل,4200000,2020.5900000000001,4,,,,,,,,,,,,,,
مايو,,,,,,,1500000,600.6,1,,,,,,,,
يونيو,,,,,,,1975000,1800,4,,,,,,,,
يوليو,,,,2800000,1020,2,,,,,,,,,,,
اوغسطس,,,,,,,3000000,500,1,,,,,,,,
سبتمبر,600000,500,1,,,,350000,475,1,,,,,,,,
اكتوبر,1240000,2390,3,,,,480000,143.38,1,,,,,,,,
نوفمبر,1330000,1490,2,,,,850000,500,1,,,,,,,,
ديسمبر,700000,1000,1,423000,504.85,1,698865,500,1,,,,,,,,
حي/مخطط المسفلة رقم 4,29390000,9201.079999999998,68,31329500,9567.039999999999,59,17278000,5358.387000000001,36,7070000,2754.4170000000004,11,,,,,
يناير,1615000,481.46000000000004,4,6522000,1790.9099999999999,14,4869000,1540.31,7,1510000,538.627,4,,,,,
فبراير,150000,113.08,1,3794000,1025.22,8,815000,342.78999999999996,2,3180000,1587.99,4,,,,,
مارس,590000,279,3,3942500,1711.03,6,,,,1630000,419.82000000000005,2,,,,,
ابريل,730000,236.8,2,5301000,1475.55,12,,,,750000,207.98,1,,,,,
مايو,8450000,2576.3599999999997,18,2480000,593.99,5,,,,,,,,,,,
يونيو,1725000,487.09000000000003,5,580000,187.24,1,6696000,1783.7199999999998,14,,,,,,,,
يوليو,4080000,1276.87,9,2800000,766.4100000000001,6,1835000,645.797,5,,,,,,,,
اوغسطس,905000,326.33000000000004,3,690000,205.94,2,,,,,,,,,,,
سبتمبر,1230000,611.51,4,1470000,392.40999999999997,2,970000,265.65999999999997,2,,,,,,,,
اكتوبر,780000,298.98,2,1200000,332.49,2,883000,326.53999999999996,2,,,,,,,,
نوفمبر,4925000,1392.8899999999999,9,2550000,1085.85,1,450000,255.13,3,,,,,,,,
ديسمبر,4210000,1120.71,8,,,,760000,198.44,1,,,,,,,,
حي/مخطط المشمس,999894,1060,2,2829894,1900,4,4075712,2040,4,,,,,,,,
يناير,,,,1000000,400,1,,,,,,,,,,,
فبراير,500000,560,1,,,,1000000,500,1,,,,,,,,
مارس,499894,500,1,,,,400000,500,1,,,,,,,,
يوليو,,,,,,,2675712,1040,2,,,,,,,,
سبتمبر,,,,499894,500,1,,,,,,,,,,,
اكتوبر,,,,530000,500,1,,,,,,,,,,,
نوفمبر,,,,800000,500,1,,,,,,,,,,,
حي/مخطط المعابدة رقم 6,1440000,986.84,2,500000,417.69,1,2125000,1803.56,4,1650000,1794.75,4,,,,,
يناير,100000,553.45,1,,,,,,,500000,499.27,1,,,,,
فبراير,,,,,,,,,,850000,859.69,2,,,,,
مارس,,,,,,,,,,300000,435.79,1,,,,,
يوليو,,,,500000,417.69,1,800000,429.51,1,,,,,,,,
سبتمبر,,,,,,,400000,494.41,1,,,,,,,,
ديسمبر,1340000,433.39,1,,,,925000,879.64,2,,,,,,,,
حي/مخطط المعيصم المعتمد,5506950,5729.1900000000005,8,4497000,3324.54,6,9605422,6551.62,9,170000,1317.92,3,,,,,
فبراير,506950,500,1,,,,,,,170000,1317.92,3,,,,,
مارس,,,,1500000,750,1,4200000,1348.9099999999999,2,,,,,,,,
ابريل,1700000,825,1,,,,,,,,,,,,,,
يونيو,,,,,,,2150000,1523.94,2,,,,,,,,
يوليو,2000000,749.19,1,90000,930,1,1100000,1449.83,2,,,,,,,,
اوغسطس,,,,,,,633000,744,1,,,,,,,,
سبتمبر,400000,3055,4,,,,,,,,,,,,,,
اكتوبر,900000,600,1,1006950,650.1800000000001,2,,,,,,,,,,,
نوفمبر,,,,500000,242.66,1,1522422,1484.94,2,,,,,,,,
ديسمبر,,,,1400050,751.7,1,,,,,,,,,,,
حي/مخطط المعيصم المعدل,4387500,1462.5,2,,,,,,,,,,,,,,
يناير,4387500,1462.5,2,,,,,,,,,,,,,,
حي/مخطط المنح العمرة خلف شراحيل,,,,,,,450000,891.84,1,450000,891.84,1,,,,,
مارس,,,,,,,,,,450000,891.84,1,,,,,
نوفمبر,,,,,,,450000,891.84,1,,,,,,,,
حي/مخطط المنح بالعمرة اضافات المعدل,,,,650000,892.6,2,1116000,1879.9699999999998,3,,,,,,,,
مارس,,,,,,,316000,552.91,1,,,,,,,,
ابريل,,,,350000,486.6,1,,,,,,,,,,,
يونيو,,,,,,,800000,1327.06,2,,,,,,,,
يوليو,,,,300000,406,1,,,,,,,,,,,
حي/مخطط المنح شارع الحج المعدل,,,,,,,500000,823.67,1,,,,,,,,
يونيو,,,,,,,500000,823.67,1,,,,,,,,
حي/مخطط النخيل,,,,126870331,132625.58,224,198922407,155016.16,261,12556143,10013.76,20,,,,,
يناير,,,,,,,2524404,4076.71,9,,,,,,,,
فبراير,,,,,,,93769824,62070.799999999996,84,7829000,5269.93,11,,,,,
مارس,,,,,,,872750,986.35,2,3827143,4193.83,8,,,,,
ابريل,,,,,,,650000,604.23,1,900000,550,1,,,,,
مايو,,,,,,,540000,400.01,1,,,,,,,,
يونيو,,,,,,,21506084,17054.89,37,,,,,,,,
يوليو,,,,565536,471.28,1,400000,1108.22,2,,,,,,,,
اوغسطس,,,,,,,21895429,21848.659999999993,47,,,,,,,,
سبتمبر,,,,37784132,35535.71,74,8339151,7251.680000000002,12,,,,,,,,
اكتوبر,,,,37588588,38611.02,58,630000,400.01,1,,,,,,,,
نوفمبر,,,,26745321,20072.489999999994,20,41594765,35034.549999999996,56,,,,,,,,
ديسمبر,,,,24186754,37935.08,71,6200000,4180.05,9,,,,,,,,
حي/مخطط النزهة النموذجى التكميلى,,,,5640900,1304.74,4,2350000,1060,2,1200000,800,1,,,,,
يناير,,,,4000000,852.1800000000001,2,,,,,,,,,,,
مارس,,,,,,,,,,1200000,800,1,,,,,
مايو,,,,680000,226.28,1,,,,,,,,,,,
يوليو,,,,,,,350000,600,1,,,,,,,,
سبتمبر,,,,960900,226.28,1,,,,,,,,,,,
اكتوبر,,,,,,,2000000,460,1,,,,,,,,
حي/مخطط النور النموذجى للورش المعتمد,,,,2840000,1800,6,,,,1300000,600,2,,,,,
مارس,,,,,,,,,,1300000,600,2,,,,,
يوليو,,,,200000,600,2,,,,,,,,,,,
ديسمبر,,,,2640000,1200,4,,,,,,,,,,,
حي/مخطط الورش والمستودعات بام الجود,,,,1150000,1700,2,100000,800,1,,,,,,,,
يناير,,,,,,,100000,800,1,,,,,,,,
اكتوبر,,,,100000,800,1,,,,,,,,,,,
نوفمبر,,,,1050000,900,1,,,,,,,,,,,
حي/مخطط امتداد أم الجود منح,,,,,,,1100000,749.857,1,,,,,,,,
مارس,,,,,,,1100000,749.857,1,,,,,,,,
حي/مخطط امتداد الخالدية,6300000,1040.98,1,,,,,,,,,,,,,,
فبراير,6300000,1040.98,1,,,,,,,,,,,,,,
حي/مخطط امتداد الصرافية,1500000,630.2,1,500000,501,1,1808600,1359.63,3,1347500,1285.2,2,,,,,
يناير,1500000,630.2,1,,,,700000,567.44,1,,,,,,,,
فبراير,,,,500000,501,1,,,,747500,685.2,1,,,,,
ابريل,,,,,,,,,,600000,600,1,,,,,
يوليو,,,,,,,1108600,792.19,2,,,,,,,,
حي/مخطط امتداد المنطقة 3,,,,,,,3750000,1398.6,3,,,,,,,,
فبراير,,,,,,,2450000,918.6,2,,,,,,,,
يونيو,,,,,,,1300000,480,1,,,,,,,,
حي/مخطط امتداد المنطقة الصناعية أبو كلاب,,,,,,,668000,664.89,1,,,,,,,,
نوفمبر,,,,,,,668000,664.89,1,,,,,,,,
حي/مخطط امتداد المنطقة الصناعية بالعمرة,,,,,,,,,,1000000,630.37,1,,,,,
فبراير,,,,,,,,,,1000000,630.37,1,,,,,
حي/مخطط امتداد المنطقة الصناعية بالعمرة 2,2000000,900,2,1500000,915,2,2300000,915,2,,,,,,,,
فبراير,1500000,400,1,,,,,,,,,,,,,,
مايو,500000,500,1,,,,,,,,,,,,,,
اوغسطس,,,,,,,1550000,415,1,,,,,,,,
سبتمبر,,,,1000000,415,1,,,,,,,,,,,
اكتوبر,,,,500000,500,1,,,,,,,,,,,
نوفمبر,,,,,,,750000,500,1,,,,,,,,
حي/مخطط امتداد المنطقة الصناعية رقم 2,,,,,,,2116284,975.13,2,,,,,,,,
نوفمبر,,,,,,,1000000,575.13,1,,,,,,,,
ديسمبر,,,,,,,1116284,400,1,,,,,,,,
حي/مخطط امتداد المنطقة الصناعية رقم 2 أبو كلاب,,,,,,,350000,879.85,1,,,,,,,,
اكتوبر,,,,,,,350000,879.85,1,,,,,,,,
حي/مخطط امتداد المنطقه الصناعيه رقم 3 ابو كلاب,,,,,,,280000,877.18,1,,,,,,,,
يونيو,,,,,,,280000,877.18,1,,,,,,,,
حي/مخطط امتداد منح أبى مراغ,595000,895.51,1,,,,1476800,1495.8400000000001,2,,,,,,,,
يوليو,,,,,,,1000000,899.84,1,,,,,,,,
نوفمبر,,,,,,,476800,596,1,,,,,,,,
ديسمبر,595000,895.51,1,,,,,,,,,,,,,,
حي/مخطط ايضافات فيصل بدر,,,,,,,3000000,731.96,1,1140000,719.05,1,,,,,
يناير,,,,,,,,,,1140000,719.05,1,,,,,
يوليو,,,,,,,3000000,731.96,1,,,,,,,,
حي/مخطط بشم شارع الحج,,,,,,,20000,480,1,,,,,,,,
نوفمبر,,,,,,,20000,480,1,,,,,,,,
حي/مخطط بطحاء قريش,52976839,18256.730000000003,96,52695644,17241.569999999996,107,33942769,15983.269999999999,88,5435000,1816.58,12,,,,,
يناير,3092000,1171.85,6,10589656,3889,22,2793800,1199.62,5,1890000,603.29,4,,,,,
فبراير,8994000,2741.63,11,4429846,1279.81,10,1339337,366.59,4,160000,41.47,1,,,,,
مارس,5365000,1684.4699999999998,11,5207360,1789.63,16,2523215,710.9899999999999,3,810000,280.33,3,,,,,
ابريل,2695000,716.3500000000001,6,2248000,761.17,7,,,,2575000,891.49,4,,,,,
مايو,5217912,1443.565,12,5492000,1845.4299999999998,10,600000,169.62,1,,,,,,,,
يونيو,2531301,971.6700000000001,5,720000,852.5999999999999,3,12060037,5775.989999999999,49,,,,,,,,
يوليو,3604542,1894.33,8,10480350,2414.16,11,7880000,3413.5399999999995,10,,,,,,,,
اوغسطس,,,,3630000,874.0699999999999,5,1265000,680.98,3,,,,,,,,
سبتمبر,1050000,288.44,2,3107929,1343.45,9,270000,76.5,1,,,,,,,,
اكتوبر,5252000,2411.7599999999998,11,3915000,1263.4,6,2277380,2155.05,5,,,,,,,,
نوفمبر,8692500,2818.9950000000003,13,330000,120.42,2,1605000,779.4499999999999,3,,,,,,,,
ديسمبر,6482584,2113.67,11,2545503,808.43,6,1329000,654.94,4,,,,,,,,
حي/مخطط بطحاء قريش اضافات 2,,,,,,,2000000,6000,2,,,,,,,,
يونيو,,,,,,,2000000,6000,2,,,,,,,,
حي/مخطط بطحاء قريش النموذجى,,,,667513,585.56,1,1100000,347.3,1,,,,,,,,
ابريل,,,,,,,1100000,347.3,1,,,,,,,,
نوفمبر,,,,667513,585.56,1,,,,,,,,,,,
حي/مخطط بطحاء قريش النموذجى 2,4285000,742.9699999999999,9,3477000,1547.24,2,325000,81.86,1,100000,113.76,1,,,,,
يناير,980000,163.72,2,,,,,,,,,,,,,,
مارس,,,,477000,600,1,,,,,,,,,,,
ابريل,,,,,,,,,,100000,113.76,1,,,,,
مايو,1475000,220.43,3,,,,,,,,,,,,,,
يونيو,520000,82.93,1,,,,,,,,,,,,,,
يوليو,990000,166.98,2,,,,,,,,,,,,,,
سبتمبر,,,,3000000,947.24,1,,,,,,,,,,,
اكتوبر,320000,108.91,1,,,,,,,,,,,,,,
نوفمبر,,,,,,,325000,81.86,1,,,,,,,,
حي/مخطط تخطيط ارض العمرة معدل,,,,,,,850000,383.82,1,,,,,,,,
يوليو,,,,,,,850000,383.82,1,,,,,,,,
حي/مخطط تقسيم أرض العمرة,,,,700000,500,1,1969600,1783,2,1600000,1302.7,2,,,,,
فبراير,,,,,,,,,,1600000,1302.7,2,,,,,
سبتمبر,,,,,,,1119600,933,1,,,,,,,,
اكتوبر,,,,700000,500,1,850000,850,1,,,,,,,,
حي/مخطط جبل السيده,,,,100000,440,1,,,,,,,,,,,
نوفمبر,,,,100000,440,1,,,,,,,,,,,
حي/مخطط جنوب العزيزية,27830904,13702.66,10,23520150,3631.52,4,4016600,4594.87,6,1600000,715,1,,,,,
يناير,224000,780,1,2355000,900,2,,,,1600000,715,1,,,,,
مارس,17666969,9322.66,4,19937650,2500,1,,,,,,,,,,,
مايو,2250000,450,1,,,,,,,,,,,,,,
يونيو,2000000,450,1,,,,580000,480,1,,,,,,,,
سبتمبر,,,,,,,136600,964.87,1,,,,,,,,
نوفمبر,,,,,,,3300000,3150,4,,,,,,,,
ديسمبر,5689935,2700,3,1227500,231.52,1,,,,,,,,,,,
حي/مخطط جنوب العزيزيه المعدل,,,,,,,,,,3100000,900,1,,,,,
فبراير,,,,,,,,,,3100000,900,1,,,,,
حي/مخطط جنوب المسفلة 1,8730000,2551.17,6,,,,1475000,770.3316,2,7770000,1427.84,3,,,,,
يناير,,,,,,,375000,176.3316,1,50000,410.54,1,,,,,
مارس,,,,,,,,,,7720000,1017.3,2,,,,,
مايو,950000,513,1,,,,,,,,,,,,,,
يوليو,7000000,592.3,1,,,,1100000,594,1,,,,,,,,
نوفمبر,750000,587.61,1,,,,,,,,,,,,,,
ديسمبر,30000,858.26,3,,,,,,,,,,,,,,
حي/مخطط جنوب المسفلة رقم (2) منح,,,,2800000,898.95,1,,,,,,,,,,,
فبراير,,,,2800000,898.95,1,,,,,,,,,,,
حي/مخطط جنوب المسفلة رقم 2 المعدل,,,,100000,150,1,,,,,,,,,,,
فبراير,,,,100000,150,1,,,,,,,,,,,
حي/مخطط حامد السفيانى رقم 1,,,,,,,,,,10500000,1830.81,4,,,,,
مارس,,,,,,,,,,10500000,1830.81,4,,,,,
حي/مخطط حامد السفيانى رقم 2,,,,595000,400,1,1561895,854.5799999999999,2,,,,,,,,
يوليو,,,,,,,661895,494.8,1,,,,,,,,
نوفمبر,,,,,,,900000,359.78,1,,,,,,,,
ديسمبر,,,,595000,400,1,,,,,,,,,,,
حي/مخطط حامد السفيانى رقم 3,100000,750,1,750000,500,1,800000,382.59,1,,,,,,,,
مايو,100000,750,1,,,,,,,,,,,,,,
يوليو,,,,,,,800000,382.59,1,,,,,,,,
ديسمبر,,,,750000,500,1,,,,,,,,,,,
حي/مخطط حامد السفيانى رقم 3 اضافات,400000,506,1,1330000,952.56,2,850000,455.87,1,,,,,,,,
يوليو,,,,100000,487.32,1,,,,,,,,,,,
اكتوبر,,,,,,,850000,455.87,1,,,,,,,,
نوفمبر,400000,506,1,1230000,465.24,1,,,,,,,,,,,
حي/مخطط حامد السفيانى رقم 4,,,,,,,700000,800,2,,,,,,,,
فبراير,,,,,,,100000,400,1,,,,,,,,
مارس,,,,,,,600000,400,1,,,,,,,,
حي/مخطط حراء,5258000,1016.317,2,15785000,3411.956,6,1200000,2388.2780000000002,4,100000,1194.1390000000001,2,,,,,
يناير,2450000,447.917,1,,,,,,,,,,,,,,
فبراير,,,,,,,1000000,1194.1390000000001,2,100000,1194.1390000000001,2,,,,,
ابريل,,,,14185000,2773.696,5,,,,,,,,,,,
اوغسطس,2808000,568.4,1,,,,,,,,,,,,,,
سبتمبر,,,,,,,200000,1194.1390000000001,2,,,,,,,,
ديسمبر,,,,1600000,638.26,1,,,,,,,,,,,
حي/مخطط حى التنعيم رقم 4,610000,600,1,2015103,1973.2,4,1468794,1850,3,,,,,,,,
فبراير,,,,700000,1000,2,,,,,,,,,,,
مارس,,,,617603,441,1,,,,,,,,,,,
سبتمبر,,,,697500,532.2,1,,,,,,,,,,,
اكتوبر,,,,,,,500000,625,1,,,,,,,,
نوفمبر,,,,,,,968794,1225,2,,,,,,,,
ديسمبر,610000,600,1,,,,,,,,,,,,,,
حي/مخطط حى الحمراء,1925000,1136.65,3,24334370,8906.829999999998,37,1993415,686.3299999999999,4,,,,,,,,
يناير,725000,145.65,1,5135000,2126.4399999999996,8,,,,,,,,,,,
فبراير,,,,3140000,1144.2999999999997,5,560000,169.97,1,,,,,,,,
مارس,,,,4885000,2026.92,7,598415,165.07,1,,,,,,,,
ابريل,,,,2412680,772.0999999999999,5,,,,,,,,,,,
مايو,,,,1250000,367.8,2,,,,,,,,,,,
يونيو,,,,978000,300.16999999999996,2,200000,169.69,1,,,,,,,,
سبتمبر,,,,1645000,956.5600000000001,4,,,,,,,,,,,
اكتوبر,200000,491,1,1411000,396.22,2,635000,181.6,1,,,,,,,,
نوفمبر,,,,675000,191.32,1,,,,,,,,,,,
ديسمبر,1000000,500,1,2802690,625,1,,,,,,,,,,,
حي/مخطط حى السلامة اضافات,,,,500000,466.47,1,2702128,1793.53,2,,,,,,,,
مايو,,,,500000,466.47,1,,,,,,,,,,,
يونيو,,,,,,,1000000,896.765,1,,,,,,,,
سبتمبر,,,,,,,1702128,896.765,1,,,,,,,,
حي/مخطط حى المسفلة رقم 10 المعدل,3356656,1147.31,3,2795555,1313.74,3,950000,756.42,1,1500000,525,1,,,,,
فبراير,656656,440.5,1,800000,233.77,1,,,,1500000,525,1,,,,,
مارس,700000,166.81,1,,,,,,,,,,,,,,
يونيو,,,,,,,950000,756.42,1,,,,,,,,
اوغسطس,,,,1095555,539.97,1,,,,,,,,,,,
اكتوبر,,,,900000,540,1,,,,,,,,,,,
ديسمبر,2000000,540,1,,,,,,,,,,,,,,
حي/مخطط خارج مخطط الخضراء,,,,4800000,800,1,,,,,,,,,,,
فبراير,,,,4800000,800,1,,,,,,,,,,,
