,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
يوليو,,,,1500000,613,1,,,,,,,,,,,
حي/مخطط ارض العمره المعدل,,,,500000,496.33,1,,,,,,,,,,,
سبتمبر,,,,500000,496.33,1,,,,,,,,,,,
حي/مخطط الأمير أحمد بالرصيفة,1340000,614.8,4,3636560,2275.8499999999995,7,18504816,4677.9800000000005,9,,,,,,,,
يناير,650000,200.1,1,1085323,313.46,2,,,,,,,,,,,
فبراير,,,,300000,135.32,1,,,,,,,,,,,
يونيو,,,,,,,17709816,4398.6,7,,,,,,,,
يوليو,,,,350000,144.06,1,795000,279.38,2,,,,,,,,
اكتوبر,600000,279.38,2,957237,335.41999999999996,2,,,,,,,,,,,
ديسمبر,90000,135.32,1,944000,1347.59,1,,,,,,,,,,,
حي/مخطط الأمير أحمد بالرصيفة المعدل,,,,1118750,253.21,1,2750000,1644.2059,3,950000,867,1,,,,,
يناير,,,,,,,200000,77.2059,1,,,,,,,,
مارس,,,,,,,,,,950000,867,1,,,,,
يوليو,,,,1118750,253.21,1,,,,,,,,,,,
نوفمبر,,,,,,,950000,867,1,,,,,,,,
ديسمبر,,,,,,,1600000,700,1,,,,,,,,
حي/مخطط الأمير عبدالله الفيصل,157577819,5360.45,6,30684997,3289.8399999999997,11,5725640,586.61,2,,,,,,,,
يناير,12200000,1165.15,2,,,,,,,,,,,,,,
فبراير,13800000,744,1,10500000,1195.3899999999999,2,,,,,,,,,,,
مارس,,,,13000000,1195.3899999999999,2,510000,89.09,1,,,,,,,,
ابريل,1000000,1503.3,1,6409997,746.44,5,,,,,,,,,,,
مايو,100000,542.42,1,,,,,,,,,,,,,,
اكتوبر,130477819,1405.58,1,,,,,,,,,,,,,,
ديسمبر,,,,775000,152.62,2,5215640,497.52,1,,,,,,,,
حي/مخطط الأمير عبدالله الفيصل الششه,79000000,2203.16,2,503911740,14207.71,17,220000,76.31,1,,,,,,,,
مارس,,,,479999996,13088.58,14,,,,,,,,,,,
مايو,,,,11000000,453.58,1,,,,,,,,,,,
يوليو,,,,,,,220000,76.31,1,,,,,,,,
سبتمبر,56000000,1483.16,1,,,,,,,,,,,,,,
اكتوبر,23000000,720,1,350000,92.55,1,,,,,,,,,,,
ديسمبر,,,,12561744,573,1,,,,,,,,,,,
حي/مخطط الامير احمد بن عبدالعزيز,,,,,,,1000000,1625,1,,,,,,,,
ديسمبر,,,,,,,1000000,1625,1,,,,,,,,
حي/مخطط البحيرات,2910000,2144.1,5,2377654,1560,4,2900000,636.9,1,100000,512.5,1,,,,,
يناير,,,,850000,380.1,1,,,,,,,,,,,
فبراير,,,,,,,,,,100000,512.5,1,,,,,
ابريل,220000,477.8,1,90000,400,1,,,,,,,,,,,
مايو,1650000,877.8,2,,,,,,,,,,,,,,
اوغسطس,,,,437654,390.9,1,,,,,,,,,,,
اكتوبر,640000,438.5,1,,,,,,,,,,,,,,
نوفمبر,400000,350,1,1000000,389,1,2900000,636.9,1,,,,,,,,
حي/مخطط البدر بكدى,60189187,4920.0199999999995,14,3100000,598.9,1,,,,,,,,,,,
فبراير,100000,66.78,1,,,,,,,,,,,,,,
ابريل,1033812,662.5,1,,,,,,,,,,,,,,
مايو,295375,662.5,1,,,,,,,,,,,,,,
سبتمبر,57000000,750,1,,,,,,,,,,,,,,
اكتوبر,810000,2340.74,9,3100000,598.9,1,,,,,,,,,,,
نوفمبر,950000,437.5,1,,,,,,,,,,,,,,
حي/مخطط البوابة رقم 3,14772904,11438.19,21,28537800,24255.09,45,32709442,26988.72,41,4230000,4559.65,8,,,,,
يناير,,,,2400000,2240,4,,,,,,,,,,,
فبراير,1950000,1690,4,1950000,1742.52,3,,,,2480000,2743.4,5,,,,,
مارس,100000,543,1,1495000,1698.5,3,3010000,1657.11,2,150000,550,1,,,,,
ابريل,4595000,2915.25,5,4122800,2203,4,,,,1600000,1266.25,2,,,,,
مايو,500000,580.63,1,1470000,1295.75,3,,,,,,,,,,,
يونيو,1095904,881.24,1,2845000,2555.75,6,6231626,3990.75,6,,,,,,,,
يوليو,500000,600,1,3790000,4336.9400000000005,9,7283920,4225.11,6,,,,,,,,
اوغسطس,,,,955000,840,2,3410854,2379,4,,,,,,,,
سبتمبر,,,,650000,619.5,1,2370000,695,2,,,,,,,,
اكتوبر,500000,550,1,5610000,4295.65,7,1500000,1224.25,2,,,,,,,,
نوفمبر,5472000,1818.07,4,2500000,1822.73,2,4343042,8602.92,13,,,,,,,,
ديسمبر,60000,1860,3,750000,604.75,1,4560000,4214.58,6,,,,,,,,
حي/مخطط البوابة رقم 6,15546000,7512.87,13,17675938,9657.32,17,14733742,6483.599999999999,12,6549113,4099.43,6,,,,,
يناير,,,,1060000,150,1,,,,,,,,,,,
فبراير,2500000,629.02,1,4968000,2714.11,4,1550000,287.6,1,1000000,600,1,,,,,
مارس,500000,564.34,1,2481795,1872.43,3,500000,600,1,3649113,2299.43,3,,,,,
ابريل,2100000,1992.3600000000001,3,1904000,1100,2,,,,1900000,1200,2,,,,,
مايو,1100000,844.5899999999999,2,,,,,,,,,,,,,,
يونيو,1950000,275.33,1,1414000,654.96,1,400000,599.9,1,,,,,,,,
يوليو,1710000,600.3,1,1817260,1175,2,5640000,1223.1200000000001,3,,,,,,,,
اوغسطس,,,,,,,1043742,745.17,1,,,,,,,,
سبتمبر,1550000,308.36,1,500000,564.34,1,1600000,1454.58,2,,,,,,,,
نوفمبر,900000,489.87,1,2780883,826.48,2,1500000,300,1,,,,,,,,
ديسمبر,3236000,1808.6999999999998,2,750000,600,1,2500000,1273.23,2,,,,,,,,
حي/مخطط البوابة رقم 7,2520000,1800,3,3500000,981.99,2,3115288,1845.1399999999999,3,100000,832.71,1,,,,,
يناير,,,,1100000,600,1,,,,,,,,,,,
فبراير,,,,2400000,381.99,1,,,,,,,,,,,
ابريل,,,,,,,,,,100000,832.71,1,,,,,
سبتمبر,,,,,,,1130500,614.57,1,,,,,,,,
نوفمبر,2520000,1800,3,,,,634788,383.41,1,,,,,,,,
ديسمبر,,,,,,,1350000,847.16,1,,,,,,,,
حي/مخطط البوابة رقم 8,9640000,5407.23,8,9283778,4567.22,9,16670000,8228.79,14,1047600,500,1,,,,,
يناير,,,,1500000,500,1,,,,1047600,500,1,,,,,
فبراير,500000,600,1,415000,192.33,1,,,,,,,,,,,
مارس,,,,150000,121.53,1,,,,,,,,,,,
ابريل,2640000,1459.3899999999999,2,2250000,1156.88,2,,,,,,,,,,,
يونيو,,,,,,,1897000,1402.62,2,,,,,,,,
يوليو,,,,1720000,924.7,1,700000,500,1,,,,,,,,
اوغسطس,,,,,,,1800000,548.5,1,,,,,,,,
اكتوبر,3500000,1399.29,2,,,,,,,,,,,,,,
نوفمبر,1000000,793.67,1,,,,3930000,2119.65,4,,,,,,,,
ديسمبر,2000000,1154.88,2,3248778,1671.78,3,8343000,3658.02,6,,,,,,,,
حي/مخطط البوابة رقم 9,20690001,12796.8,23,19210844,8653,15,24875000,15937.430000000002,24,1235000,679.25,1,,,,,
يناير,,,,5060844,2435.2,4,1100000,585,1,,,,,,,,
فبراير,2040000,1015.0699999999999,2,1750000,354.7,1,1575000,749.93,1,,,,,,,,
مارس,10000001,5854.13,11,5000000,2925,5,,,,1235000,679.25,1,,,,,
ابريل,,,,1200000,603.82,1,,,,,,,,,,,
يونيو,4000000,2387.6,4,,,,19900000,13408.670000000002,20,,,,,,,,
يوليو,1100000,585,1,,,,,,,,,,,,,,
اوغسطس,500000,600,1,,,,,,,,,,,,,,
سبتمبر,500000,600,1,4200000,1164.28,2,,,,,,,,,,,
اكتوبر,,,,,,,1000000,585,1,,,,,,,,
نوفمبر,850000,585,1,,,,1300000,608.83,1,,,,,,,,
ديسمبر,1700000,1170,2,2000000,1170,2,,,,,,,,,,,
حي/مخطط البواية رقم8,2150000,1340.68,2,,,,,,,,,,,,,,
ابريل,1000000,670.34,1,,,,,,,,,,,,,,
اكتوبر,1150000,670.34,1,,,,,,,,,,,,,,
حي/مخطط التنعيم رقم 4,,,,445000,600,1,2590000,1125,3,,,,,,,,
يناير,,,,,,,895000,250,1,,,,,,,,
فبراير,,,,,,,800000,625,1,,,,,,,,
يوليو,,,,445000,600,1,895000,250,1,,,,,,,,
حي/مخطط الحمراء الاضافى المعدل,,,,2802690,750,1,,,,,,,,,,,
ديسمبر,,,,2802690,750,1,,,,,,,,,,,
حي/مخطط الخالدية,7417476,1885.55,5,4334000,1661.22,5,9930000,1377.48,4,,,,,,,,
يناير,450000,145.5,1,750000,272.22,1,9380000,1105.3600000000001,3,,,,,,,,
مارس,4850000,1260,1,2414000,714,3,,,,,,,,,,,
يوليو,,,,,,,550000,272.12,1,,,,,,,,
اكتوبر,700000,186.55,1,,,,,,,,,,,,,,
نوفمبر,1417476,293.5,2,,,,,,,,,,,,,,
ديسمبر,,,,1170000,675,1,,,,,,,,,,,
حي/مخطط الخالدية المعدل رقم 1,,,,2362800,400,1,3150000,1025.0500000000002,6,1000000,363.4,2,,,,,
يناير,,,,,,,,,,500000,181.7,1,,,,,
فبراير,,,,,,,,,,500000,181.7,1,,,,,
يوليو,,,,,,,2140000,691.19,4,,,,,,,,
اوغسطس,,,,,,,540000,178.57,1,,,,,,,,
نوفمبر,,,,,,,470000,155.29,1,,,,,,,,
ديسمبر,,,,2362800,400,1,,,,,,,,,,,
حي/مخطط الخالدية بجزئية رقم واحد ورقم اثنين,4000000,1652,2,,,,,,,,,,,,,,
فبراير,2000000,826,1,,,,,,,,,,,,,,
مايو,2000000,826,1,,,,,,,,,,,,,,
حي/مخطط الخالدية جزء رقم واحد,1000000,483.79999999999995,2,7975000,2420,6,1000000,441.75,1,5000000,1600,4,,,,,
مارس,1000000,483.79999999999995,2,2500000,800,2,,,,5000000,1600,4,,,,,
اكتوبر,,,,,,,1000000,441.75,1,,,,,,,,
نوفمبر,,,,5475000,1620,4,,,,,,,,,,,
حي/مخطط الخضراء,700000,657.15,1,1600000,625,1,,,,,,,,,,,
ابريل,700000,657.15,1,,,,,,,,,,,,,,
يوليو,,,,1600000,625,1,,,,,,,,,,,
حي/مخطط الخضراء المعدل,131926732,117242.04,171,59163276,72778.43,117,16421224,11901.29,20,11667981,7093.27,12,,,,,
يناير,,,,3615000,5439.02,8,1462500,750,1,4025421,2107.18,3,,,,,
فبراير,270000,394.42,1,11330956,17325.41,20,2712500,3011.69,4,4755000,2502.44,5,,,,,
مارس,4915000,2367.56,6,5717500,5054.09,5,1300000,675,1,2887560,2483.65,4,,,,,
ابريل,25013694,15521.320000000002,22,8800308,20758.420000000002,36,,,,,,,,,,,
مايو,6574417,2733.13,5,5796000,4083.3100000000004,9,,,,,,,,,,,
يونيو,,,,1801240,4470.31,7,2280000,1390.08,3,,,,,,,,
يوليو,520000,450,1,4590000,3663.9300000000003,6,1871600,1174.42,2,,,,,,,,
اوغسطس,849658,756.26,1,2693817,1335.05,5,690000,400,1,,,,,,,,
سبتمبر,14600000,41942.979999999996,64,3880000,1325.69,5,370000,505.86,1,,,,,,,,
اكتوبر,7511284,6478.24,11,4298455,4948.1,8,1875624,1263.65,2,,,,,,,,
نوفمبر,52602905,19730.220000000005,24,560000,749.22,2,,,,,,,,,,,
ديسمبر,19069774,26867.910000000003,36,6080000,3625.88,6,3859000,2730.59,5,,,,,,,,
حي/مخطط الراشدية 2 مجاز,275000,400,1,1770000,1188,3,2195000,1988,5,,,,,,,,
يناير,,,,350000,394,1,500000,400,1,,,,,,,,
ابريل,,,,,,,1045000,400,1,,,,,,,,
مايو,,,,910000,394,1,,,,,,,,,,,
يوليو,,,,,,,300000,788,2,,,,,,,,
اوغسطس,,,,,,,350000,400,1,,,,,,,,
سبتمبر,,,,510000,400,1,,,,,,,,,,,
نوفمبر,275000,400,1,,,,,,,,,,,,,,
حي/مخطط الراشديه المعدل,4065325,3021.49,6,7015000,6445.889999999999,12,7287066,5022.76,11,12100000,9530.34,16,,,,,
يناير,,,,1000000,1025,2,1613000,595.69,1,2580000,2275,4,,,,,
فبراير,870000,300,1,500000,810.32,1,1360000,1235.8899999999999,3,4600000,3669.01,6,,,,,
مارس,,,,,,,1625000,1210.8899999999999,3,2370000,1750,3,,,,,
ابريل,440000,500,1,,,,,,,2550000,1836.33,3,,,,,
يونيو,,,,350000,400,1,,,,,,,,,,,
يوليو,457000,500,1,370000,351.83,1,1929066,1405.29,3,,,,,,,,
اوغسطس,,,,850000,833.74,1,,,,,,,,,,,
سبتمبر,,,,2665000,1850,4,,,,,,,,,,,
اكتوبر,,,,650000,600,1,,,,,,,,,,,
نوفمبر,,,,630000,575,1,760000,575,1,,,,,,,,
ديسمبر,2298325,1721.49,3,,,,,,,,,,,,,,
حي/مخطط الربوه,,,,,,,,,,3300000,1417.75,3,,,,,
مارس,,,,,,,,,,2800000,1017.75,2,,,,,
ابريل,,,,,,,,,,500000,400,1,,,,,
حي/مخطط الرصيفة,,,,,,,8287012,5248.85,5,,,,,,,,
يونيو,,,,,,,5076142,3130.5,2,,,,,,,,
يوليو,,,,,,,2260870,1378.25,2,,,,,,,,
اكتوبر,,,,,,,950000,740.1,1,,,,,,,,
حي/مخطط الريان,40233344,33718.178,62,74998888,68890.8708,105,61987985,45178.217,71,15132427,8942.865999999998,19,,,,,
يناير,3996803,2636.79,5,4835000,4208.651,9,7686456,8808.614000000001,8,3961316,1860.173,5,,,,,
فبراير,1550000,1082.73,3,10550000,7265.576,12,4068750,2666.95,5,5323111,3208.0200000000004,6,,,,,
مارس,1800000,683.44,3,11884288,25144.61,21,5572671,5802.96,8,5200000,3642.4629999999997,7,,,,,
ابريل,1250000,862.8,2,4463509,4163.987,7,4232500,1035.709,3,648000,232.21,1,,,,,
مايو,8950000,4961.348,9,2150000,1887.1,3,1022000,285.28999999999996,2,,,,,,,,
يونيو,2724000,1765.326,3,850000,630,1,16499448,10919.699,18,,,,,,,,
يوليو,,,,6778351,6010.822,11,1404000,629.95,2,,,,,,,,
اوغسطس,1620080,661.42,3,1860000,951.28,2,486910,138.34,1,,,,,,,,
سبتمبر,4522261,4494.258,8,3675945,2903.2858,14,3030000,2143.031,4,,,,,,,,
اكتوبر,5830000,6877.8949999999995,10,6535000,4117.2,8,1400000,1701.123,2,,,,,,,,
نوفمبر,2750000,3278.321,5,14578795,6160.517,8,9103250,4433.18,8,,,,,,,,
ديسمبر,5240200,6413.850000000001,11,6838000,5447.842,9,7482000,6613.371,10,,,,,,,,
حي/مخطط الزاهر,3600000,749.97,1,,,,1350000,741,1,,,,,,,,
ديسمبر,3600000,749.97,1,,,,1350000,741,1,,,,,,,,
حي/مخطط السلولى المرحله الأولى المعتمد,,,,1889716,1070.45,2,,,,,,,,,,,
اكتوبر,,,,1089716,453.75,1,,,,,,,,,,,
نوفمبر,,,,800000,616.7,1,,,,,,,,,,,
حي/مخطط الشرائع 15 للمنح,1130000,1287.96,2,946125,1184.01,2,3140232,2541.5600000000004,5,,,,,,,,
يناير,,,,,,,670000,584.63,2,,,,,,,,
فبراير,500000,584.01,1,,,,,,,,,,,,,,
مارس,,,,,,,900000,298.59,1,,,,,,,,
اكتوبر,,,,500000,584.01,1,,,,,,,,,,,
نوفمبر,,,,,,,1570232,1658.3400000000001,2,,,,,,,,
ديسمبر,630000,703.95,1,446125,600,1,,,,,,,,,,,
حي/مخطط الشرائع 4,9190000,3323.77,8,12774027,7430.8,18,34559602,14672.71,36,6250000,3749.44,9,,,,,
يناير,2800000,400,1,313000,400,1,2860000,1616.74,4,3150000,1215.45,3,,,,,
فبراير,1150000,394,1,600000,500,1,560000,400,1,1980000,1333.99,3,,,,,
مارس,600000,400,1,755000,474.17,1,,,,1120000,1200,3,,,,,
ابريل,500000,517.46,1,110000,794,2,,,,,,,,,,,
مايو,,,,2235000,900,2,,,,,,,,,,,
يونيو,,,,200000,400,1,,,,,,,,,,,
يوليو,,,,2100000,800,2,15090472,5729.84,14,,,,,,,,
اوغسطس,1500000,400,1,,,,950000,400,1,,,,,,,,
سبتمبر,,,,800000,550,1,,,,,,,,,,,
اكتوبر,510000,412.31,1,,,,2305630,1200,3,,,,,,,,
نوفمبر,1150000,400,1,2501027,1415.45,4,12793500,5326.13,13,,,,,,,,
ديسمبر,980000,400,1,3160000,1197.18,3,,,,,,,,,,,
حي/مخطط الشرائع 5,11977252,3815.34,10,8097445,6130.32,13,7519079,4206.97,9,,,,,,,,
فبراير,,,,800000,360,1,1410000,400,1,,,,,,,,
ابريل,1500000,500,1,300000,168.2,1,,,,,,,,,,,
مايو,850000,400,1,500000,800,1,,,,,,,,,,,
يوليو,6597252,1698.8,3,1081352,333.9,1,1423199,1419.57,3,,,,,,,,
اوغسطس,900000,500,1,,,,350000,575,1,,,,,,,,
سبتمبر,1870000,573.6199999999999,3,,,,,,,,,,,,,,
اكتوبر,260000,142.92,1,300000,142.92,1,,,,,,,,,,,
نوفمبر,,,,1300000,500,1,4335880,1812.4,4,,,,,,,,
ديسمبر,,,,3816093,3825.3,7,,,,,,,,,,,
حي/مخطط الشرائع رقم 1,19215109,8654.43,19,23095890,10897.2,22,15949483,8593,16,5926123,3745.95,6,,,,,
يناير,585000,532.94,1,,,,2500000,1214,2,,,,,,,,
فبراير,1407000,857.5600000000001,3,4842438,2792.94,5,,,,700000,750,1,,,,,
مارس,2900000,1158.35,3,2900000,1730,3,1400000,647,1,2226123,1250,2,,,,,
ابريل,2855309,1810.29,4,1676467,1000,2,,,,3000000,1745.95,3,,,,,
مايو,,,,1389492,678.91,2,,,,,,,,,,,
يونيو,450000,178.35,1,2900000,1434,3,2588500,894,2,,,,,,,,
يوليو,850000,500,1,4527802,1292.35,3,1118200,500,1,,,,,,,,
اوغسطس,5990000,594,1,500000,480,1,790000,480,1,,,,,,,,
سبتمبر,,,,,,,582000,500,1,,,,,,,,
اكتوبر,2157800,1792.94,3,2529691,494,1,,,,,,,,,,,
نوفمبر,2020000,1230,2,1830000,995,2,4440783,2784,5,,,,,,,,
ديسمبر,,,,,,,2530000,1574,3,,,,,,,,
حي/مخطط الشرائع رقم 13,3835559,3289.9999999999995,8,14555067,7815.56,25,13766310,6652.839999999999,15,2190000,1500,3,,,,,
يناير,,,,580000,388.2,1,1226554,500,1,1000000,500,1,,,,,
فبراير,,,,,,,,,,400000,500,1,,,,,
مارس,,,,1380000,537.4,2,,,,790000,500,1,,,,,
ابريل,,,,5598006,3082.64,9,,,,,,,,,,,
مايو,,,,437500,149,1,700000,388.4,1,,,,,,,,
يونيو,100000,572,1,1100000,347.86,2,50000,500,1,,,,,,,,
يوليو,,,,2535000,1360.13,5,3230000,776.2,2,,,,,,,,
اوغسطس,700000,388.4,1,544561,173.93,1,1200000,1402.49,2,,,,,,,,
سبتمبر,375000,388.2,1,,,,370000,500,1,,,,,,,,
اكتوبر,1320000,776.5999999999999,2,2380000,1776.4,4,1864800,888.2,2,,,,,,,,
نوفمبر,185000,388.2,1,,,,4250000,1309.15,4,,,,,,,,
ديسمبر,1155559,776.5999999999999,2,,,,874956,388.4,1,,,,,,,,
حي/مخطط الشرائع رقم 2,,,,750000,400,1,,,,,,,,,,,
ديسمبر,,,,750000,400,1,,,,,,,,,,,
حي/مخطط الشرائع رقم 3,16525841,7701.749999999999,22,24461298,11656.693299999999,19,24110953,11847.95,22,1795000,1786,2,,,,,
يناير,500000,221.47,1,1800000,900,1,610000,177.71,1,,,,,,,,
فبراير,1650000,551.81,3,3246300,3029.3733,5,1678865,472.15,3,,,,,,,,
مارس,1898000,1198.4399999999998,3,,,,3600000,967.38,3,1750000,894,1,,,,,
ابريل,,,,8685000,2700,3,2094746,649.6300000000001,3,45000,892,1,,,,,
مايو,1910000,1504.21,4,,,,540000,145.08,1,,,,,,,,
يونيو,,,,960000,398.39,3,2745000,1350,2,,,,,,,,
يوليو,4767404,912.55,4,3800000,900,1,2200000,894,1,,,,,,,,
اوغسطس,420000,135.15,1,2969998,1928.93,4,1580000,900,1,,,,,,,,
سبتمبر,2475000,1794,2,1500000,900,1,95000,892,1,,,,,,,,
اكتوبر,1780437,1029.15,2,,,,5176342,2700,3,,,,,,,,
نوفمبر,1125000,354.97,2,,,,2846000,1800,2,,,,,,,,
ديسمبر,,,,1500000,900,1,945000,900,1,,,,,,,,
حي/مخطط الشرائع رقم 4,6380000,2394,6,6368106,3710,9,25994981,9831.26,25,900000,1220,3,,,,,
يناير,900000,400,1,,,,,,,350000,400,1,,,,,
فبراير,,,,500000,400,1,4551619,1606,4,500000,400,1,,,,,
مارس,1480000,400,1,,,,983000,400,1,50000,420,1,,,,,
ابريل,,,,500000,394,1,,,,,,,,,,,
مايو,,,,1466667,858,2,1300000,400,1,,,,,,,,
يونيو,,,,,,,3635000,1616.91,4,,,,,,,,
يوليو,2600000,800,2,1166439,800,2,9900362,3214.3500000000004,8,,,,,,,,
سبتمبر,,,,2100000,858,2,800000,200,1,,,,,,,,
اكتوبر,,,,635000,400,1,,,,,,,,,,,
نوفمبر,1400000,794,2,,,,3975000,1600,4,,,,,,,,
ديسمبر,,,,,,,850000,794,2,,,,,,,,
حي/مخطط الشرائع رقم 5,,,,,,,2150000,493.9,1,,,,,,,,
نوفمبر,,,,,,,2150000,493.9,1,,,,,,,,
حي/مخطط الشرائع رقم 9 اضافات,3867000,2063.12,5,5178401,2400,7,10445000,4923.96,12,949008,400,1,,,,,
يناير,2000000,795.5,2,1100000,800,3,,,,,,,,,,,
فبراير,,,,,,,600000,400,1,949008,400,1,,,,,
ابريل,750000,400,1,1143107,400,1,,,,,,,,,,,
مايو,,,,1005294,400,1,,,,,,,,,,,
يوليو,,,,,,,4170000,1465.1200000000001,4,,,,,,,,
اوغسطس,,,,,,,275000,328.44,1,,,,,,,,
سبتمبر,452000,403.87,1,,,,780000,394.45,1,,,,,,,,
نوفمبر,,,,,,,4220000,1935.95,4,,,,,,,,
ديسمبر,665000,463.75,1,1930000,800,2,400000,400,1,,,,,,,,
حي/مخطط الشرائع رقم سبعة المعتمد,,,,3400000,1410,2,,,,,,,,,,,
يناير,,,,1500000,750,1,,,,,,,,,,,
مارس,,,,1900000,660,1,,,,,,,,,,,
حي/مخطط الشهداء السكنى النموذجى,100000,500,1,21500,500,1,890000,308.92999999999995,3,,,,,,,,
يناير,,,,,,,265000,61.58,1,,,,,,,,
يونيو,,,,,,,100000,84.9,1,,,,,,,,
سبتمبر,100000,500,1,,,,,,,,,,,,,,
نوفمبر,,,,,,,525000,162.45,1,,,,,,,,
ديسمبر,,,,21500,500,1,,,,,,,,,,,
حي/مخطط الشوقية,26907524,9901.430000000002,45,28983929,9463.75,44,48380894,14668.859999999999,59,8140000,2818.05,8,,,,,
يناير,5583205,1553.73,8,2300000,651.94,3,1770000,500.28999999999996,3,,,,,,,,
فبراير,5148118,2177.22,9,1550000,476.15,2,2630000,1120.25,3,1525000,873.22,2,,,,,
مارس,2514221,581.44,3,1995000,622.8199999999999,3,2190993,481.56,2,2615000,1283.2900000000002,5,,,,,
ابريل,1856000,636.68,4,2856875,971.8000000000002,6,,,,4000000,661.54,1,,,,,
مايو,2781476,1752.6299999999999,9,2310000,1139.01,4,1556400,352.85,3,,,,,,,,
يونيو,,,,2876904,1031.3500000000001,5,5924148,1732.9099999999996,7,,,,,,,,
يوليو,1347504,330.35,2,1083902,357.18,2,7146223,2398.5499999999997,9,,,,,,,,
اوغسطس,,,,1650000,593.37,3,2030000,495.22,3,,,,,,,,
سبتمبر,2210000,1278.31,4,4950000,1201.6000000000001,5,5290000,2133.2200000000003,6,,,,,,,,
اكتوبر,1947000,582.6800000000001,3,2338043,749.47,4,9986160,1785.15,7,,,,,,,,
نوفمبر,450000,227.44,1,3612205,1193.4,4,5937970,2390.2599999999998,8,,,,,,,,
ديسمبر,3070000,780.95,2,1461000,475.65999999999997,3,3919000,1278.6,8,,,,,,,,
حي/مخطط الصبان المعدل,3000000,531.26,1,4612264,1704.88,2,,,,,,,,,,,
ابريل,3000000,531.26,1,,,,,,,,,,,,,,
نوفمبر,,,,1200000,852.44,1,,,,,,,,,,,
ديسمبر,,,,3412264,852.44,1,,,,,,,,,,,
حي/مخطط الضفة الشرقية ج بالعزيزية,6781022,2086.31,4,,,,,,,,,,,,,,
يناير,331022,91.52,1,,,,,,,,,,,,,,
اوغسطس,2500000,664.93,1,,,,,,,,,,,,,,
سبتمبر,1300000,664.93,1,,,,,,,,,,,,,,
نوفمبر,2650000,664.93,1,,,,,,,,,,,,,,
حي/مخطط الضفة الغربية تقسيم (4),,,,340000,625,1,100000,312.5,1,,,,,,,,
فبراير,,,,340000,625,1,,,,,,,,,,,
سبتمبر,,,,,,,100000,312.5,1,,,,,,,,
حي/مخطط الضفه الغربيه تقسيم (1),,,,,,,,,,3600000,900,1,,,,,
مارس,,,,,,,,,,3600000,900,1,,,,,
حي/مخطط الضفه الغربيه رقم 4حى العزيزيه,500000,238,1,269000,420,1,,,,,,,,,,,
سبتمبر,500000,238,1,,,,,,,,,,,,,,
نوفمبر,,,,269000,420,1,,,,,,,,,,,
حي/مخطط العدل,65159798,5967.1900000000005,2,,,,,,,,,,,,,,
مارس,65159798,5967.1900000000005,2,,,,,,,,,,,,,,
حي/مخطط العسيلة,11214234,6622,16,13497818,8411.79,26,15808842,7628.14,20,3287000,2410.0299999999997,6,,,,,
يناير,709234,400,1,3340000,2474,6,,,,1137000,800,2,,,,,
فبراير,1970000,1200,3,450000,400,1,650000,400,1,1400000,800,2,,,,,
مارس,985000,794,2,900000,800,2,,,,750000,810.03,2,,,,,
ابريل,3200000,800,2,640000,400,1,1159000,262.34,2,,,,,,,,
مايو,600000,494,1,,,,,,,,,,,,,,
يونيو,1200000,440,1,,,,2435000,900,2,,,,,,,,
يوليو,520000,400,1,1174068,900,2,3960000,1397.58,4,,,,,,,,
اوغسطس,,,,2570000,800,2,685000,450,1,,,,,,,,
سبتمبر,620000,494,1,2430000,1279.82,8,460000,400,1,,,,,,,,
اكتوبر,950000,1200,3,,,,2038423,794,2,,,,,,,,
نوفمبر,,,,600000,399.22,1,4421419,3024.2200000000003,7,,,,,,,,
ديسمبر,460000,400,1,1393750,958.75,3,,,,,,,,,,,
حي/مخطط العسيله,1160000,863.34,7,4650000,2394,6,2963154,1700,4,400000,400,1,,,,,
يناير,1070000,663.34,6,,,,,,,,,,,,,,
مارس,,,,1700000,400,1,1309209,800,2,,,,,,,,
ابريل,,,,,,,,,,400000,400,1,,,,,
يوليو,,,,400000,394,1,1653945,900,2,,,,,,,,
اوغسطس,,,,600000,400,1,,,,,,,,,,,
سبتمبر,90000,200,1,1220000,800,2,,,,,,,,,,,
اكتوبر,,,,730000,400,1,,,,,,,,,,,
حي/مخطط العمرة 3,460000,400,1,,,,,,,,,,,,,,
يناير,460000,400,1,,,,,,,,,,,,,,
حي/مخطط العمرة المعدل رقم 8,,,,265000,900,1,4455556,4578.93,9,2300126,1250,2,,,,,
يناير,,,,,,,750000,883.51,2,900000,750,1,,,,,
فبراير,,,,,,,1200000,500,1,,,,,,,,
مارس,,,,,,,495000,474.51,1,1400126,500,1,,,,,
يوليو,,,,,,,360000,500,1,,,,,,,,
