,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الدمام  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الدمام,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
يناير,15536258,11730.41,4,1901667,1219.5,2,,,,3000000,1182.43,1,,,,,
فبراير,,,,,,,2606250,1316.75,2,1448427,819.6,1,,,,,
مارس,,,,4493750,2775,3,,,,,,,,,,,
ابريل,1750000,700,1,2000000,875,1,,,,,,,,,,,
مايو,3000000,1925,1,2550000,1500,2,,,,,,,,,,,
يونيو,500000,667.07,1,,,,2469407,1497.42,4,,,,,,,,
يوليو,2210000,1108,2,,,,850000,375,1,,,,,,,,
اوغسطس,1180000,352,1,12200000,4944.5,2,1418000,2100,2,,,,,,,,
سبتمبر,1634220,1089.48,1,717840,700,1,19227000,5834,3,,,,,,,,
اكتوبر,1425000,750,1,3400000,1550,2,100000,750,1,,,,,,,,
نوفمبر,2125000,934.6,2,1684800,819.6,1,1552419,700.4100000000001,2,,,,,,,,
ديسمبر,,,,2000000,700,1,1900000,1316.75,2,,,,,,,,
حي/المحمدية 1 تجارى,7500000,2548.3,1,,,,,,,,,,,,,,
يناير,7500000,2548.3,1,,,,,,,,,,,,,,
حي/المحمدية 2,11935000,3850,2,,,,,,,,,,,,,,
مارس,11935000,3850,2,,,,,,,,,,,,,,
حي/المحمدية 4,446657,700,1,10374603,8126.43,13,7636000,5655,8,1800000,700,1,,,,,
يناير,,,,1450000,700,1,,,,,,,,,,,
فبراير,,,,,,,2100000,700,1,,,,,,,,
مارس,,,,,,,700000,700,1,1800000,700,1,,,,,
ابريل,,,,,,,1000000,700,1,,,,,,,,
مايو,,,,2764603,1162.33,2,,,,,,,,,,,
يونيو,,,,,,,800000,1105,1,,,,,,,,
يوليو,,,,100000,800,1,936000,700,1,,,,,,,,
اوغسطس,446657,700,1,300000,700,1,,,,,,,,,,,
اكتوبر,,,,1950000,2505,3,,,,,,,,,,,
نوفمبر,,,,3010000,1459.1,4,950000,700,1,,,,,,,,
ديسمبر,,,,800000,800,1,1150000,1050,2,,,,,,,,
حي/المحمديه 1مستودعات,,,,,,,,,,4000000,2566.96,1,,,,,
يناير,,,,,,,,,,4000000,2566.96,1,,,,,
حي/المحمديه 2 تجارى,2887500,1925,1,,,,,,,,,,,,,,
سبتمبر,2887500,1925,1,,,,,,,,,,,,,,
حي/المحمديه 4 مستودعات,,,,4000000,2104.5,1,,,,,,,,,,,
مارس,,,,4000000,2104.5,1,,,,,,,,,,,
حي/المريكبات,51478907,24696.75,24,16969610,10672.73,18,8736356,3674.44,10,3450000,1051.38,3,,,,,
يناير,810000,544,1,600000,400.38,1,440500,166.03,1,1350000,265,1,,,,,
فبراير,19690587,6881.469999999999,4,1200000,2000,4,,,,1300000,386.38,1,,,,,
مارس,950000,400,1,3102610,1987.12,3,,,,800000,400,1,,,,,
ابريل,3477080,2311.1,3,7042000,3648,4,,,,,,,,,,,
مايو,6852320,2808.6,3,,,,,,,,,,,,,,
يونيو,,,,,,,1000000,845.5,1,,,,,,,,
يوليو,1500000,364.65,1,650000,400,1,282624,386.38,1,,,,,,,,
اوغسطس,,,,1300000,398.73,1,,,,,,,,,,,
سبتمبر,,,,,,,494474,146.04,1,,,,,,,,
اكتوبر,5380000,1650,3,100000,425,1,,,,,,,,,,,
نوفمبر,2887920,3234.8999999999996,3,800000,450,1,4318758,1430.49,4,,,,,,,,
ديسمبر,9931000,6502.030000000001,5,2175000,963.5,2,2200000,700,2,,,,,,,,
حي/المزروعية,18240878,8467.89,18,37928686,15226.539999999997,35,139960075,33605.869999999995,25,29966355,17240.08,15,,,,,
يناير,2600000,750,1,1500000,750,1,121794400,24495.96,5,5268500,3389.4300000000003,4,,,,,
فبراير,1800000,1583,2,420000,297.3,2,,,,2521701,1397.88,3,,,,,
مارس,533600,172.73,1,4450000,1708.1899999999998,5,400000,200.33,1,20176154,12012.77,7,,,,,
ابريل,1850000,1221.1,3,7302880,2587.71,3,1165000,351.62,2,2000000,440,1,,,,,
مايو,6238278,1375,2,6655806,3595.8199999999997,8,408000,182.88,1,,,,,,,,
يونيو,,,,1050000,435.5,1,3235000,1373.6,3,,,,,,,,
يوليو,429000,961.31,1,795000,622.8199999999999,2,1750000,1183,1,,,,,,,,
اوغسطس,1365000,645,1,700000,748.63,1,1450000,1250,2,,,,,,,,
سبتمبر,550000,188.26,1,5765000,1604.12,4,1927675,659.23,2,,,,,,,,
اكتوبر,875000,662.09,2,4960000,1391.62,4,2700000,1190.26,3,,,,,,,,
نوفمبر,,,,2080000,654.12,2,3750000,1968.99,4,,,,,,,,
ديسمبر,2000000,909.4,4,2250000,830.71,2,1380000,750,1,,,,,,,,
حي/المطلق,,,,1349310,791,2,,,,,,,,,,,
سبتمبر,,,,674655,395.5,1,,,,,,,,,,,
ديسمبر,,,,674655,395.5,1,,,,,,,,,,,
حي/المنار,159184277,119270.39000000001,138,327738181,334415.84,340,191019302,130243,193,113870068,88185.67499999999,100,,,,,
يناير,40855109,17695.1,11,9896996,7503.259999999999,13,16536384,9834.61,17,36194279,26712.33,28,,,,,
فبراير,9310000,5015.57,10,70613168,107835.00000000001,40,21380448,11709.08,22,26349124,17697.555,34,,,,,
مارس,12716244,14720.480000000001,13,18718430,22722.94,25,11475514,7487.59,11,28529728,16201.009999999998,27,,,,,
ابريل,12716024,6980.05,12,14967159,9526.11,17,5890000,1739.24,5,22796937,27574.78,11,,,,,
مايو,15153059,8577.68,16,16411107,15666.3,29,15104684,5352,13,,,,,,,,
يونيو,2000000,1040.54,3,4860000,3440.6899999999996,7,28948180,18539.879999999997,26,,,,,,,,
يوليو,3793138,2314.84,6,36096933,29875.339999999997,47,6393133,6806.84,8,,,,,,,,
اوغسطس,8567920,3997.25,7,24539885,24043.139999999996,36,10447978,11132.390000000001,11,,,,,,,,
سبتمبر,13350074,14737.52,17,39981033,37614.369999999995,27,12471563,8926.55,15,,,,,,,,
اكتوبر,7220025,11163.32,11,21335581,19399.6,26,19663252,18271.82,17,,,,,,,,
نوفمبر,9305080,10850.119999999999,15,28069855,23690.52,33,25559833,17273.8,28,,,,,,,,
ديسمبر,24197604,22177.920000000002,17,42248034,33098.57,40,17148333,13169.199999999999,20,,,,,,,,
حي/المنتزة,135940658,81571.06999999999,77,157403893,73303.22,112,147135011,77097.27,122,48769144,25318.79,35,,,,,
يناير,8636875,3266.4300000000003,6,12831150,6943.98,13,9060413,5372.74,9,13174970,7392.9800000000005,9,,,,,
فبراير,2950000,1107.5,3,7269220,3167.99,6,12946076,9232.66,14,12000000,6487.97,6,,,,,
مارس,7304993,2524.26,5,14037150,6098.71,9,10824543,5362.5,9,12021666,5357.249999999999,8,,,,,
ابريل,4103000,2492.1,3,8062301,3968.77,7,1194585,651,1,11572508,6080.59,12,,,,,
مايو,47177060,26876.89,14,5727239,2225.81,4,4550000,1154.63,2,,,,,,,,
يونيو,3229104,2110.13,3,6261310,2737.54,5,50465446,27816.29,40,,,,,,,,
يوليو,864513,691.61,1,15910922,5387.35,10,2630201,1526.56,2,,,,,,,,
اوغسطس,9205500,3084.11,6,4819101,2311.81,4,5504714,1651.6599999999999,3,,,,,,,,
سبتمبر,11789688,5038.33,8,25842481,15212.220000000001,23,18106406,8434.31,15,,,,,,,,
اكتوبر,13566290,6125,11,34869866,16666.64,19,10276938,6127.91,12,,,,,,,,
نوفمبر,1993500,1053.1399999999999,2,11540124,4207.26,6,6816831,3476.69,6,,,,,,,,
ديسمبر,25120135,27201.570000000003,15,10233029,4375.14,6,14758858,6290.320000000001,9,,,,,,,,
حي/المنتزه,53113868,21399.489999999998,35,45242485,17306.4,57,57790793,20650.6,59,31888475,13989.380000000001,25,,,,,
يناير,610000,190.04,1,5287000,2248.59,5,2250805,738.09,5,5956875,2389.45,4,,,,,
فبراير,1410000,477.48,2,380000,131.08,1,450000,143.22,1,20121360,9485.52,17,,,,,
مارس,3053315,989.55,5,5650000,2265.9700000000003,2,620000,163.64,1,5283924,1938.4099999999999,3,,,,,
ابريل,3360000,1147.47,6,2400000,1060.59,5,757408,181.75,1,526316,176,1,,,,,
مايو,2000000,925,1,355000,189.35,1,2707408,752.9100000000001,5,,,,,,,,
يونيو,,,,2080000,510.99,3,8863740,3565.5299999999997,9,,,,,,,,
يوليو,2127500,925,1,408769,161.31,1,1953000,505.96000000000004,3,,,,,,,,
اوغسطس,1260000,434.77,3,,,,1317290,516.72,3,,,,,,,,
سبتمبر,4040000,1229.6100000000001,5,6332500,1922.7799999999997,16,1742673,609.0999999999999,4,,,,,,,,
اكتوبر,1814949,1215.22,3,10873770,4402.47,10,5320403,2040.95,4,,,,,,,,
نوفمبر,9023845,5450.13,4,4120595,1651.99,5,10310000,3545.0499999999997,8,,,,,,,,
ديسمبر,24414259,8415.22,4,7354851,2761.2799999999997,8,21498066,7887.68,15,,,,,,,,
حي/المنيرة,1200000,987.37,1,6150000,3891.86,10,2885000,980.98,4,1275000,588.72,2,,,,,
يناير,,,,750000,1094.94,2,,,,,,,,,,,
فبراير,,,,,,,562500,208.7,1,,,,,,,,
مارس,1200000,987.37,1,,,,562500,205.26,1,,,,,,,,
ابريل,,,,,,,760000,225.77,1,1275000,588.72,2,,,,,
يونيو,,,,1900000,1076.94,2,,,,,,,,,,,
يوليو,,,,,,,1000000,341.25,1,,,,,,,,
نوفمبر,,,,3500000,1719.98,6,,,,,,,,,,,
حي/الميناء,162265877,56939.43,28,39183500,18476,5,4572220,4080.53,6,,,,,,,,
يناير,5087560,1200,2,,,,,,,,,,,,,,
فبراير,100726789,37866,17,9450000,5250,2,,,,,,,,,,,
يونيو,27278780,4182.75,1,,,,4572220,4080.53,6,,,,,,,,
اوغسطس,7000000,5250,2,18000000,8644,1,,,,,,,,,,,
سبتمبر,8347792,4184.74,2,11733500,4582,2,,,,,,,,,,,
ديسمبر,13824956,4255.9400000000005,4,,,,,,,,,,,,,,
حي/النابيه,,,,,,,200000,400,1,,,,,,,,
نوفمبر,,,,,,,200000,400,1,,,,,,,,
حي/الناصرية,8287500,4099.51,7,1626509,3257.24,9,11891972,6022.23,11,1579000,1224,3,,,,,
يناير,587500,911,2,100000,432.5,1,62500,414,1,,,,,,,,
فبراير,,,,500009,456,1,6893832,2491.92,3,,,,,,,,
مارس,,,,,,,35000,31.32,1,,,,,,,,
ابريل,6400000,2360,3,,,,,,,1579000,1224,3,,,,,
مايو,750000,411.38,1,,,,,,,,,,,,,,
يونيو,,,,,,,1029800,811.79,2,,,,,,,,
اوغسطس,,,,,,,1500000,438,1,,,,,,,,
سبتمبر,550000,417.13,1,,,,,,,,,,,,,,
اكتوبر,,,,901500,1540.74,5,,,,,,,,,,,
نوفمبر,,,,125000,828,2,1770840,1415.2,2,,,,,,,,
ديسمبر,,,,,,,600000,420,1,,,,,,,,
حي/النخيل,10040000,4312.75,12,9407191,7441.43,20,10019600,9188.42,16,4967000,4181.62,10,,,,,
يناير,,,,857500,1898.6,5,,,,2107000,1593.5,4,,,,,
فبراير,1800000,1293.5,2,1604250,903.1,3,1100000,763.39,2,1450000,808.12,3,,,,,
مارس,350000,146.39,1,1170000,400,1,600000,400,1,400000,400,1,,,,,
ابريل,2340000,888.4000000000001,2,,,,,,,1010000,1380,2,,,,,
مايو,800000,539.72,1,735600,400,1,,,,,,,,,,,
يونيو,,,,500000,396,1,1555950,1529.53,3,,,,,,,,
يوليو,,,,600000,373,1,,,,,,,,,,,
اوغسطس,1750000,467.52,1,90991,400,1,,,,,,,,,,,
سبتمبر,,,,,,,1280000,1824,3,,,,,,,,
اكتوبر,,,,1848850,1387.22,4,1559867,945.5,2,,,,,,,,
نوفمبر,850000,350.65,3,2000000,1283.51,3,,,,,,,,,,,
ديسمبر,2150000,626.5699999999999,2,,,,3923783,3726,5,,,,,,,,
حي/النخيل الجنوبى,,,,,,,3100000,698,2,,,,,,,,
يونيو,,,,,,,3100000,698,2,,,,,,,,
حي/النخيل الشمالى,,,,663000,792,2,1632000,1188,3,621000,396,1,,,,,
مارس,,,,,,,590000,396,1,621000,396,1,,,,,
مايو,,,,100000,396,1,,,,,,,,,,,
اوغسطس,,,,563000,396,1,500000,396,1,,,,,,,,
ديسمبر,,,,,,,542000,396,1,,,,,,,,
حي/الندى,170476121,120637.6,291,162313031,98869.11500000002,212,161915809,136755.24,186,66815134,48067.780000000006,87,,,,,
يناير,14352832,7367.14,19,17267239,10861.779999999999,25,8883908,4980.73,9,12300619,5435.06,15,,,,,
فبراير,9624400,6056.290000000001,17,9446006,6521.29,12,8462645,3217.3599999999997,11,15484610,8094.62,15,,,,,
مارس,17570032,10110.619999999999,34,16243091,9260.1,24,5954900,3335.95,8,24438614,19530.370000000003,31,,,,,
ابريل,20651097,13899.289999999997,36,20769279,12659.720000000003,28,4060816,1129.33,5,14591291,15007.73,26,,,,,
مايو,17592694,7751.1900000000005,30,15623854,8420.895,22,2724156,716.4300000000001,3,,,,,,,,
يونيو,2550500,2114.62,12,10786468,6294.64,12,18683428,16293.31,18,,,,,,,,
يوليو,6964507,5467.95,21,15421246,10174.830000000002,20,3896699,3462.2400000000002,7,,,,,,,,
اوغسطس,6456135,6926.42,11,7907158,6165.99,10,13928062,9363.289999999999,17,,,,,,,,
سبتمبر,24708479,26877.15,34,17967407,9644.11,20,10623896,6881.719999999999,19,,,,,,,,
اكتوبر,21608154,16289.370000000003,36,8459679,5317.11,12,12408500,46379.979999999996,17,,,,,,,,
نوفمبر,13997625,8676.24,21,12317605,9102.920000000002,15,35247254,19669.910000000003,41,,,,,,,,
ديسمبر,14399666,9101.319999999998,20,10103999,4445.7300000000005,12,37041545,21324.989999999998,31,,,,,,,,
حي/النزهة,40385861,17023.57,29,92042528,38080.52,57,62367308,28654.18,43,29630668,13608.41,19,,,,,
يناير,8025900,4501.71,6,8557753,2972.5,4,3140000,1553.75,3,6829779,2325.4,5,,,,,
فبراير,2878136,770,2,18733708,6424.78,8,952875,577.5,1,9960629,4137.4,7,,,,,
مارس,9285490,2558.83,4,9794000,4367.1,5,3977034,1586.25,3,4340260,2149.8900000000003,4,,,,,
ابريل,1918781,977.73,2,6075000,2780.5,6,,,,8500000,4995.719999999999,3,,,,,
مايو,5680000,2363,4,11200792,4460.179999999999,7,500000,625,1,,,,,,,,
يونيو,1465802,343.75,1,8852049,3532.58,5,8267306,3934.31,7,,,,,,,,
يوليو,436538,524.78,1,3250000,2160,3,1400000,343.75,1,,,,,,,,
اوغسطس,,,,4350000,2214.5299999999997,4,1560000,1062.5,2,,,,,,,,
سبتمبر,778428,625,1,4403235,2141.75,4,3584456,2487.98,5,,,,,,,,
اكتوبر,1500000,744.77,1,6675678,2491.6,4,17374797,5287.26,3,,,,,,,,
نوفمبر,2359559,1131,2,,,,13269225,6498.73,10,,,,,,,,
ديسمبر,6057227,2483,5,10150313,4535,7,8341615,4697.15,7,,,,,,,,
حي/النهضة,105314743,58636,77,272029816,169111.31500000003,161,110821957,59260.49999999999,77,17787473,7800.385,12,,,,,
يناير,5845445,1575,4,28929475,11708.54,22,10628101,5901.05,13,320000,305.85,1,,,,,
فبراير,1500000,420,1,74232610,29082.910000000003,50,4775286,3067.2,7,4270156,1820,3,,,,,
مارس,5235000,1155,3,23861956,17355.57,26,2043000,1255.8200000000002,2,11765162,5299.535,7,,,,,
ابريل,13783750,3281.86,7,9864898,6373.2300000000005,9,5224576,2729,5,1432155,375,1,,,,,
مايو,5650000,1260,3,34237682,29283.72,8,4047700,1174.1,3,,,,,,,,
يونيو,3879000,2377.5,4,8656180,5092.54,8,32881133,13296.749999999998,22,,,,,,,,
يوليو,5242722,2037.24,4,12267955,4504.29,9,4909900,2594.04,6,,,,,,,,
اوغسطس,5640000,1946.65,4,9013770,4251.07,6,6230506,1944.56,5,,,,,,,,
سبتمبر,8048580,2687.68,6,13521745,5411.325,12,4114332,1423.85,3,,,,,,,,
اكتوبر,14666384,11954.539999999999,10,6098250,1272,3,1955000,1144.81,2,,,,,,,,
نوفمبر,25406500,20480.74,17,6200000,1646.01,4,9549415,4985.35,5,,,,,,,,
ديسمبر,10417362,9459.79,14,45145295,53130.11,4,24463008,19743.97,4,,,,,,,,
حي/النهضة سيهات,,,,,,,1400000,1200,1,,,,,,,,
اكتوبر,,,,,,,1400000,1200,1,,,,,,,,
حي/النهضه,17797183,11784.81,15,31017501,18528.670000000002,22,47213335,39033.8,30,8298309,5534.5,5,,,,,
يناير,588000,735,1,3407239,2295,2,2541224,2982.31,1,7007125,4850,4,,,,,
فبراير,,,,4250000,1920,1,1487500,875,1,,,,,,,,
مارس,2353633,2078.4,2,5450500,1965.5,3,3670000,2054.81,4,1291184,684.5,1,,,,,
ابريل,500000,690,1,3045191,2645.2799999999997,3,,,,,,,,,,,
مايو,2153750,1640,2,1415000,1040,1,1500000,1113.14,1,,,,,,,,
يونيو,1000000,960,1,,,,14242916,8974.48,10,,,,,,,,
يوليو,,,,7722908,4408.33,6,11050200,10180.91,6,,,,,,,,
اوغسطس,440000,735,1,1551663,1580.04,2,6170245,8739,2,,,,,,,,
سبتمبر,1470000,437.5,1,1300000,479.52,1,1526000,750,1,,,,,,,,
اكتوبر,,,,,,,1536000,960,1,,,,,,,,
نوفمبر,2477125,1899.5,3,1915000,1475,2,3489250,2404.15,3,,,,,,,,
ديسمبر,6814675,2609.41,3,960000,720,1,,,,,,,,,,,
حي/النور,247245660,139976.25999999998,598,328034425,206885.64,669,250738115,144825.2,397,146613899,86754.18,223,,,,,
يناير,34635624,20886.89999999999,59,26275188,14000.04,67,18911677,8847.21,34,34251283,19649.2,49,,,,,
فبراير,25610277,11756.079999999996,58,27259139,15125.989999999994,67,20485019,12748.259999999998,37,63792766,40657.44,78,,,,,
مارس,26309775,12066.819999999994,64,29793344,19520.39,62,7056693,3186.71,13,32423869,17006.309999999998,53,,,,,
ابريل,23932273,13343.329999999993,55,25026823,17426.18,56,17782187,6570.8600000000015,30,16145981,9441.229999999998,43,,,,,
مايو,20146120,8691.970000000001,40,28340076,14754.43,49,8192047,3405.7,14,,,,,,,,
يونيو,7113433,5274.09,15,23622383,13724.919999999996,51,55260063,39509.81999999999,58,,,,,,,,
يوليو,19991753,12324.310000000001,46,29851936,20627.769999999997,63,14409134,8496.509999999998,31,,,,,,,,
اوغسطس,10246116,5405.620000000003,30,22635785,19302.409999999996,59,12526567,6370.0599999999995,28,,,,,,,,
سبتمبر,12035953,6939.8099999999995,41,29354701,16605.41,52,21240113,13256.859999999999,38,,,,,,,,
اكتوبر,25921847,19208.250000000004,65,46024462,27717.1,65,13988435,7523.199999999999,31,,,,,,,,
نوفمبر,21593898,12998.659999999998,65,14741910,12593.07,39,35086921,21051.95,48,,,,,,,,
ديسمبر,19708591,11080.420000000002,60,25108678,15487.930000000002,39,25799259,13858.060000000001,35,,,,,,,,
حي/النورس,31176839,17144.550000000003,38,25592506,14077.55,36,552446752,2808343.69,44,9302829,4751.17,11,,,,,
يناير,2870759,1263.5,3,3492000,1714.6299999999999,5,7755381,5167.330000000001,10,2916635,1244.89,4,,,,,
فبراير,4740000,2493.7799999999997,5,2289139,1015.78,4,2075000,1236.71,3,4326194,2092,4,,,,,
مارس,3270000,1162.25,3,1942300,1419.41,4,,,,2060000,1414.28,3,,,,,
ابريل,1539260,1409.26,3,2980297,1508.7,5,841950,600,1,,,,,,,,
مايو,402000,623.75,1,640000,239.44,1,2000000,1000,2,,,,,,,,
يونيو,421000,615,1,1750000,1207.16,3,9223346,3469.9,8,,,,,,,,
يوليو,1988200,848.7,2,500000,188.74,1,2587648,2913.75,4,,,,,,,,
اوغسطس,1139988,506.75,2,,,,1961239,1069.06,3,,,,,,,,
سبتمبر,1411485,993.63,3,1058316,884.1,2,717203,520.71,2,,,,,,,,
اكتوبر,5914147,2812.16,6,4370000,3069.5,3,2539985,1547.6799999999998,4,,,,,,,,
نوفمبر,3360000,2591.41,4,3367454,1587.2599999999998,5,520920000,2789845,3,,,,,,,,
ديسمبر,4120000,1824.3600000000001,5,3203000,1242.83,3,1825000,973.55,4,,,,,,,,
حي/الواحة,45613241,90456.06999999998,23,10340892,8965.529999999999,15,22907469,18371.72,13,7676093,5489.35,8,,,,,
يناير,4060000,2405.6,3,682000,500,1,,,,2950198,1855,3,,,,,
فبراير,5226264,4335,3,1953838,1373.0300000000002,2,,,,2400000,1951.01,2,,,,,
مارس,,,,898470,259.9,2,2000000,625,1,2325895,1683.3400000000001,3,,,,,
ابريل,1023000,529.12,2,2050000,1456.6,2,,,,,,,,,,,
مايو,4064668,4422.25,3,808264,1094.33,2,2900000,1560,1,,,,,,,,
يونيو,,,,,,,2924770,1910.1,2,,,,,,,,
يوليو,1343400,693.8,2,200000,2216.5,1,4500000,5957.56,1,,,,,,,,
سبتمبر,677377,378.53999999999996,2,2244000,1175.17,3,494819,347.91,1,,,,,,,,
اكتوبر,26978597,76184.88999999998,5,850000,500,1,,,,,,,,,,,
نوفمبر,1161979,1006,1,,,,10087880,7971.150000000001,7,,,,,,,,
ديسمبر,1077956,500.87,2,654320,390,1,,,,,,,,,,,
حي/بدر,121063353,72050.98000000001,146,167396197,98543.43500000001,217,126153156,74040.13,147,44920040,25696.399999999994,54,,,,,
يناير,16525678,8544.970000000001,12,12166324,9438.78,16,27986751,15063.16,23,11790436,7359.489999999999,17,,,,,
فبراير,6324764,4553.570000000001,14,10487052,6123.79,15,19988947,10377.77,23,17094825,7513.5599999999995,14,,,,,
مارس,9166250,5597.37,12,14819180,10622.71,20,4159918,2065.81,6,6744516,4481.28,11,,,,,
ابريل,8272233,4362.21,11,14098453,8604.18,21,11285000,5862.700000000001,13,9290263,6342.07,12,,,,,
مايو,11129858,5832.06,14,16425904,7496.310000000001,18,8255000,3082.5,6,,,,,,,,
يونيو,4661726,2954.2299999999996,6,11628767,6035.54,17,11660246,7247.97,13,,,,,,,,
يوليو,3290156,2651.01,5,15287921,8959.03,18,3610000,2161.8199999999997,5,,,,,,,,
اوغسطس,2303315,2130.5,3,9279774,4231.110000000001,11,6919506,3644.9800000000005,9,,,,,,,,
سبتمبر,9494190,8295.37,14,15626045,10236.77,21,8463954,6634.5599999999995,13,,,,,,,,
اكتوبر,18842400,10835.320000000002,21,9193793,4758.05,12,9593144,8073.9800000000005,15,,,,,,,,
نوفمبر,24025612,11802.52,23,20335862,11010.294999999998,24,9973915,7329.96,14,,,,,,,,
ديسمبر,7027171,4491.85,11,18047122,11026.869999999999,24,4256775,2494.9199999999996,7,,,,,,,,
حي/بن خلدون,10011000,3626.955000000001,13,17189296,8232.280000000002,20,16119000,8395.369999999999,24,4397798,2276.54,7,,,,,
يناير,,,,4316150,3028.76,4,935000,639.77,2,650000,325.22,1,,,,,
فبراير,,,,1825000,650.44,2,2600000,925.98,1,972798,650.44,2,,,,,
مارس,1974000,975.6600000000001,3,3159856,975.6600000000001,3,290000,325.22,1,1350000,650.44,2,,,,,
ابريل,,,,1500000,325.22,1,,,,1425000,650.44,2,,,,,
مايو,4800000,975.6600000000001,3,90000,325.22,1,,,,,,,,,,,
يونيو,,,,,,,2950000,1951.3200000000002,6,,,,,,,,
يوليو,1677000,731.7450000000001,3,875000,325.22,1,2050000,1300.88,4,,,,,,,,
اوغسطس,600000,325.22,1,1810400,650.44,2,300000,325.22,1,,,,,,,,
سبتمبر,860000,325.22,1,1342890,650.44,2,1394000,650.44,2,,,,,,,,
اكتوبر,,,,530000,325.22,1,4300000,1300.88,4,,,,,,,,
نوفمبر,,,,1650000,650.44,2,100000,325.22,1,,,,,,,,
ديسمبر,100000,293.45,2,90000,325.22,1,1200000,650.44,2,,,,,,,,
حي/تهامة,7626653,4969.389999999999,11,8118013,4172.360000000001,15,13718197,4750.59,15,8442027,3934.82,8,,,,,
يناير,2610000,1095.25,3,1350000,500,1,435000,137,1,3001315,1601.38,4,,,,,
فبراير,,,,,,,742190,492.42,3,2920712,1333.44,2,,,,,
مارس,90000,1000,1,,,,530533,175.69,1,900000,500,1,,,,,
ابريل,,,,700006,355.42,2,470000,177.71,1,1620000,500,1,,,,,
مايو,908653,401.62,2,1119510,526.14,3,,,,,,,,,,,
يونيو,,,,,,,9318927,2953.4,6,,,,,,,,
يوليو,1600000,1000,1,953497,650.44,2,,,,,,,,,,,
سبتمبر,,,,2340000,1294.76,2,721547,322.37,2,,,,,,,,
اكتوبر,2000000,1294.81,3,670000,355.42,2,1500000,492,1,,,,,,,,
نوفمبر,418000,177.71,1,350000,177.71,1,,,,,,,,,,,
ديسمبر,,,,635000,312.47,2,,,,,,,,,,,
حي/تهامة بالخبر,810000,619.5,1,,,,,,,,,,,,,,
مايو,810000,619.5,1,,,,,,,,,,,,,,
حي/جامعة الملك فهد,75857400,22644,1,,,,,,,,,,,,,,
ديسمبر,75857400,22644,1,,,,,,,,,,,,,,
حي/جنوب الدمام,,,,400000,241.48,1,,,,,,,,,,,
اكتوبر,,,,400000,241.48,1,,,,,,,,,,,
حي/جنوب طريق الرياض الدمام السريع,21412855,56546.8,20,74172181,157651.48,57,90687204,152338.88999999998,43,29752110,59857.65,31,,,,,
يناير,1350300,3215.45,1,5101950,11040.880000000001,4,5111675,9811.03,4,6412354,11285.47,3,,,,,
فبراير,2070340,7977.34,3,6733743,16548.04,6,4698480,8479,3,11476000,12360,4,,,,,
مارس,589550,2939.39,1,3419558,7263.860000000001,3,1155000,2200,1,7535133,28127.35,21,,,,,
ابريل,,,,8314405,16499.89,6,,,,4328623,8084.83,3,,,,,
مايو,1102300,2380,1,5218520,10269.86,4,6048600,10880,2,,,,,,,,
يونيو,2986561,6624.5,2,2210750,4469,2,38701433,68165.58,14,,,,,,,,
يوليو,4831785,11209.33,4,13451077,28306.76,9,1126558,2616.86,1,,,,,,,,
اوغسطس,,,,,,,1210000,2200,1,,,,,,,,
سبتمبر,4054920,12419.51,4,2289814,5112.7,2,4889596,7783.469999999999,3,,,,,,,,
اكتوبر,1044299,2265.29,1,13144085,28582.300000000003,11,4885396,7665.26,3,,,,,,,,
نوفمبر,1300000,3035.99,1,4920456,9774.029999999999,3,10199716,15692.19,4,,,,,,,,
ديسمبر,2082800,4480,2,9367823,19784.16,7,12660750,16845.5,7,,,,,,,,
حي/حى الخليج,245000,102.26,1,1220000,427.48,2,,,,,,,,,,,
يناير,245000,102.26,1,1000000,325.22,1,,,,,,,,,,,
نوفمبر,,,,220000,102.26,1,,,,,,,,,,,
حي/حى القزاز,,,,2000000,325.22,1,700000,325.22,1,,,,,,,,
يونيو,,,,2000000,325.22,1,700000,325.22,1,,,,,,,,
حي/دانة سيهات,,,,710000,238.94,2,849700,289.94,1,480000,113.64,1,,,,,
فبراير,,,,,,,,,,480000,113.64,1,,,,,
ابريل,,,,710000,238.94,2,,,,,,,,,,,
مايو,,,,,,,849700,289.94,1,,,,,,,,
حي/ش د  1305,35218944,22328.91,78,79155867,51346.74999999999,117,191774072,128814.93000000001,180,29794912,11492.619999999999,44,,,,,
يناير,1783626,842.5899999999999,4,9970670,6615.059999999999,19,24006162,18325.27,15,7543040,2811.98,12,,,,,
فبراير,3655500,2208.69,7,3530928,2321.81,10,9585113,6813.580000000001,13,13346350,4750.240000000001,17,,,,,
