السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2025,4,عسير,المضروبة,المضروبة,شقة,سكني,1,17000,170
2025,4,عسير,حدبه ال زهير (مفيف),النزهة,دور,سكني,1,6000,20
2025,4,عسير,بلقرن,الشاطئ,دور,سكني,5,16560,84.92
2025,4,عسير,مشروع الغول,مشروع الغول,شقة,سكني,1,6000,40
2025,4,عسير,المطلع,المطلع,شقة,سكني,2,17500,135
2025,4,عسير,أبها,الروضة,دور,سكني,14,18400,90.83
2025,4,عسير,ال مهمل,ال مهمل,دور,سكني,1,6000,50
2025,4,عسير,أحد رفيدة,الصوامع,شقة,سكني,78,15011.56,92.88
2025,4,عسير,أبها,الغدير,شقة,سكني,435,19008.47,119.75
2025,4,عسير,خرص,خرص,شقة,سكني,1,12000,120
2025,4,عسير,بيشة - الحشه,الحشه,شقة,سكني,1,18000,180
2025,4,عسير,خميس مشيط,صفوان,شقة,سكني,16,16600,101.16
2025,4,عسير,العنبرية,العنبرية,شقة,سكني,1,12000,51.28
2025,4,عسير,كمب الحربي,كمب الحربي,محل,تجاري,12,0,0
2025,4,عسير,سراة عبيدة,الروضة,شقة,سكني,47,16690.62,128.46
2025,4,عسير,الظهي,الظهي,شقة,سكني,1,18000,100
2025,4,عسير,عسير - المخاضه,المخاضه,شقة,سكني,1,17500,175
2025,4,عسير,مهسه,مهسه,شقة,سكني,1,10000,66.66
2025,4,عسير,خميس مشيط,المثناه,محل,تجاري,20,0,0
2025,4,عسير,سراة عبيدة,السلام,محل,تجاري,2,0,0
2025,4,عسير,البصره,العزيزيه,شقة,سكني,29,15263.63,92.87
2025,4,عسير,الظهارين,الظهارين,شقة,سكني,1,14400,144
2025,4,عسير,أبها,الصفاء,شقة,سكني,504,20059.36,130.27
2025,4,عسير,طريب,الملك فهد,شقة,سكني,3,14000,111.3
2025,4,عسير,العمار,العمار,شقة,سكني,1,12000,77.41
2025,4,عسير, تثليث - المستويه,المستويه,محل,تجاري,1,0,0
2025,4,عسير,خميس مشيط,المصيف,شقة,سكني,188,17882.35,136.02
2025,4,عسير,العنقه,العنقه,شقة,سكني,1,18000,90
2025,4,عسير,رعله,رعله,شقة,سكني,1,17000,170
2025,4,عسير,بيشة,نمران,شقة,سكني,17,15040,110.42
2025,4,عسير,دوقه,دوقه,محل,تجاري,3,0,0
2025,4,عسير,خميس مشيط,ضمك,دور,سكني,2,19500,97.5
2025,4,عسير,بعاره,بعاره,شقة,سكني,1,10000,83.33
2025,4,عسير,أحد رفيدة,الفرعين 3,شقة,سكني,4,16125,92.47
2025,4,عسير,النماص,الواحة,محل,تجاري,1,0,0
2025,4,عسير,أحد رفيدة,القرحاء 1,فيلا,سكني,1,10000,22.72
2025,4,عسير,سراة عبيدة,الروضة,محل,تجاري,2,0,0
2025,4,عسير,آل جعدنه,بدر,شقة,سكني,7,13600,91.13
2025,4,عسير,خميس مشيط,المنتزة,فيلا,سكني,2,32500,108.33
2025,4,عسير,خميس مشيط,الجشرة,معرض تجاري,تجاري,1,0,0
2025,4,عسير,المحشر (المجعل الجنوبي),المحشر (المجعل الجنوبي),استديو,سكني,3,19200,180.36
2025,4,عسير,بيشة,صوفان,شقة,سكني,7,17333.33,88.2
2025,4,عسير,أبها,وسط المدينة,محل,تجاري,14,0,0
2025,4,عسير,الجوه ( العليا والسفلى),الجوه ( العليا والسفلى),شقة,سكني,1,12000,51.28
2025,4,عسير,النماص,اليمامة,شقة,سكني,11,14755.55,109.59
2025,4,عسير,خميس مشيط,شكر,شقة,سكني,68,17824.48,117.44
2025,4,عسير,القرن الاسعر,القرن الاسعر,شقة,سكني,1,18000,100
2025,4,عسير,أبها,النزهة,دور,سكني,9,22960,129.05
2025,4,عسير,الحضن,الرصعه,محل,تجاري,1,0,0
2025,4,عسير,عباله,عباله,شقة,سكني,1,12000,60
2025,4,عسير,خميس مشيط,العزيزية,محل,تجاري,31,0,0
2025,4,عسير,المقنعه,المقنعه,محل,تجاري,9,0,0
2025,4,عسير,بيشة,الصبيحي,شقة,سكني,30,14237.5,95.39
2025,4,عسير,أبها,النصب,شقة,سكني,115,12283.33,103.55
2025,4,عسير,محائل,البديع,شقة,سكني,16,16153.84,125.08
2025,4,عسير,خميس مشيط,الراقي,استديو,سكني,6,8040,188.4
2025,4,عسير,قفيل الفقهاء,الخالدية,دور,سكني,1,12000,63.15
2025,4,عسير,أبها,الربوة,دور,سكني,14,18750,89.75
2025,4,عسير,تثليث,المدينة,محل,تجاري,8,0,0
2025,4,عسير,أبها,الفرعاء,استديو,سكني,1,6000,150
2025,4,عسير,الحفيا الجديده,الحفيا الجديده,محل,تجاري,1,0,0
2025,4,عسير,بيشة,قرية المهدي,شقة,سكني,23,15260,105.21
2025,4,عسير,القرص,الروابي,محل,تجاري,2,0,0
2025,4,عسير,أبها,الباحة,شقة,سكني,6,16166.66,114.25
2025,4,عسير,روضه بن نورة,روضه بن نورة,شقة,سكني,1,18000,85.71
2025,4,عسير,بيشة,الأمير عبدالله,شقة,سكني,451,16733.37,116.84
2025,4,عسير, الحرجة - العرق,الخالديه,دور,سكني,2,6000,46.83
2025,4,عسير,المفرغ,المفرغ,شقة,سكني,3,13666.66,141.66
2025,4,عسير,بلقرن,المصيف,شقة,سكني,5,9300,62.76
2025,4,عسير,حرف الجرباء,حرف الجرباء,محل,تجاري,1,0,0
2025,4,عسير,ظاهر القماش,ظاهر القماش,دور,سكني,1,14400,62.6
2025,4,عسير,أبها,البديع,دوبلاكس,سكني,2,22350,70.72
2025,4,عسير,بلقرن,الضباب,شقة,سكني,4,14250,65.83
2025,4,عسير,العربه,العربه,شقة,سكني,3,16600,104
2025,4,عسير,حدبه المراره,غرناطة,محل,تجاري,1,0,0
2025,4,عسير,بلقرن,الشروق,شقة,سكني,5,15600,113.83
2025,4,عسير,البشائر,المروة,شقة,سكني,9,15575,102.18
2025,4,عسير,بلقرن,الواحة,استديو,سكني,1,12000,150
2025,4,عسير,ال ناهيه,ال ناهيه,شقة,سكني,2,12000,100
2025,4,عسير,محايل - الغمره,الغمره,محل,تجاري,10,0,0
2025,4,عسير,ارناح,ارناح,شقة,سكني,1,12000,51.28
2025,4,عسير,البشائر,الحمراء,محل,تجاري,9,0,0
2025,4,عسير,الجوز الاعلى,الجوز الاعلى,شقة,سكني,2,12000,133.33
2025,4,عسير,خميس مشيط,الهرير الشرقى,محل,تجاري,4,0,0
2025,4,عسير,الضحى ال شيخ,الضحى ال شيخ,دور,سكني,1,12000,100
2025,4,عسير,أبها,المقضي,محل,تجاري,1,0,0
2025,4,عسير,أبها,شعار,محل,تجاري,2,0,0
