,,,,,
القائمة الرئيسية   Main List,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
2017-04-30T00:00:00,,,55106.3622021375,194864.85748405,249971.2196861875
2017-05-31T00:00:00,,,56972.82188249801,197826.77475696002,254799.59663945803
2017-06-30T00:00:00,,,54031.4463117042,200406.81177126,254438.2580829642
2017-07-31T00:00:00,,,58064.5456078941,215846.76226271997,273911.30787061405
2017-08-31T00:00:00,,,56339.4413269086,228461.80959379,284801.2509206986
2017-09-30T00:00:00,,,53721.111076798996,235411.92877019,289133.039846989
2017-10-31T00:00:00,,,54131.5750439725,244900.380152,299031.9551959725
2017-11-30T00:00:00,,,54891.4239481225,250722.68997784,305614.1139259625
2017-12-31T00:00:00,,,53822.8998363387,254545.17204385,308368.0718801887
2018-01-31T00:00:00,,,53145.507807237496,262405.68287796,315551.1906851975
2018-02-28T00:00:00,,,52634.05639649868,269591.28836519003,322225.3447616887
2018-03-31T00:00:00,,,49940.167999835,273912.26401303,323852.43201286497
2018-04-30T00:00:00,,,44071.5320964,279095.85647687,323167.38857327
2018-05-31T00:00:00,,,52845.53630291,281871.55453961005,334717.09084252006
2018-06-30T00:00:00,,,51084.75930291,284500.75990157004,335585.51920448005
2018-07-31T00:00:00,,,51990.242,286647.576,338637.81799999997
2018-08-31T00:00:00,,,53769.876,290758.597,344528.473
2018-09-30T00:00:00,,,55304.606,296810.691,352115.297
2018-10-31T00:00:00,,,55224.36,301310.56,356534.92
2018-11-30T00:00:00,,,54163.277,303391.969,357555.246
2018-12-31T00:00:00,,,53765.48,305153.968,358919.448
2019-01-31T00:00:00,,,54894.988,320458.999,375353.987
2019-02-28T00:00:00,,,57111.111,331388.597,388499.708
2019-03-31T00:00:00,,,56723.172,336235.386,392958.558
2019-04-30T00:00:00,,,59937.574,343354.384,403291.95800000004
2019-05-31T00:00:00,,,57488.249,349457.163,406945.412
2019-06-30T00:00:00,,,55459.687,351852.761,407312.448
2019-07-31T00:00:00,,,60219.142,358530.564,418749.706
2019-08-31T00:00:00,,,57218.199,365303.439,422521.63800000004
2019-09-30T00:00:00,,,55879.875,371075.95,426955.825
2019-10-31T00:00:00,,,55107.857,379056.932,434164.789
2019-11-30T00:00:00,,,57828.402,379954.074,437782.476
2019-12-31T00:00:00,,,61646.01,383672.269,445318.279
2020-01-31T00:00:00,,,57873.371,386689.823,444563.19399999996
2020-02-29T00:00:00,,,57161.421,400201.58,457363.00100000005
2020-03-31T00:00:00,,,59383.345,408120.642,467503.98699999996
2020-04-30T00:00:00,,,60396.205,413111.888,473508.093
2020-05-31T00:00:00,,,60987.731,420106.364,481094.095
2020-06-30T00:00:00,,,62304.558,428201.362,490505.92000000004
2020-07-31T00:00:00,,,65223.429,433253.327,498476.756
2020-08-31T00:00:00,,,76640.097,429304.701,505944.798
2020-09-30T00:00:00,,,65924.324,429214.386,495138.70999999996
2020-10-31T00:00:00,,,70386.233,431577.891,501964.124
2020-11-30T00:00:00,,,77313.131,430008.629,507321.76
2020-12-31T00:00:00,,,79157.583,438369.739,517527.322
2021-01-31T00:00:00,,,77143.512,446447.189,523590.701
2021-02-28T00:00:00,,,71680.561,438207.332,509887.893
2021-03-31T00:00:00,,,71646.769,441517.788,513164.55700000003
2021-04-30T00:00:00,,,80895.968,447271.131,528167.0989999999
2021-05-31T00:00:00,,,81886.107,450080.046,531966.1529999999
2021-06-30T00:00:00,,,88257.537,449503.249,537760.786
2021-07-31T00:00:00,,,88433.843,454580.671,543014.514
2021-08-31T00:00:00,,,93074.459,465316.788,558391.247
2021-09-30T00:00:00,,,91617.054,468380.624,559997.6780000001
2021-10-31T00:00:00,,,72478.904,474391.508,546870.412
2021-11-30T00:00:00,,,94634.028,474184.251,568818.279
2021-12-31T00:00:00,,,95072.695,480749.659,575822.354
2022-01-31T00:00:00,,,94363.756,465187.345,559551.101
2022-02-28T00:00:00,,,95219.513,473133.596,568353.109
2022-03-31T00:00:00,,,96224.634,477869.92,574094.554
2022-04-30T00:00:00,,,96725.247,477106.202,573831.449
2022-05-31T00:00:00,,,94981.736,484857.992,579839.728
2022-06-30T00:00:00,,,102054.099,492667.81,594721.909
2022-07-31T00:00:00,,,111069.102,493409.636,604478.738
2022-08-31T00:00:00,,,117111.098,494833.869,611944.967
2022-09-30T00:00:00,,,120248.821,498594.574,618843.395
2022-10-31T00:00:00,,,121134.792,500296.331,621431.123
2022-11-30T00:00:00,,,125538.578,507571.002,633109.58
2022-12-31T00:00:00,,,127861.622412,510298.349567,638159.971979
2023-01-31T00:00:00,,,135425.44524,511265.684426,646691.129666
2023-02-28T00:00:00,,,138156.146584,516001.76995,654157.916534
2023-03-31T00:00:00,,,129971.894251,518351.798651,648323.692902
2023-04-30T00:00:00,,,130568.950232,519446.71864700003,650015.668879
2023-05-31T00:00:00,,,134568.033489,528341.64228,662909.6757690001
2023-06-30T00:00:00,,,131354.770359,530723.192267,662077.9626259999
2023-07-31T00:00:00,,,133931.984405,533430.504068,667362.488473
2023-08-31T00:00:00,,,139999.75990900001,536338.305026,676338.064935
2023-09-30T00:00:00,,,145053.42283000002,532375.433323,677428.856153
2023-10-31T00:00:00,,,145679.20462,522407.96869999997,668087.17332
2023-11-30T00:00:00,,,146648.49850100002,532014.963056,678663.461557
2023-12-31T00:00:00,,,146702.697123,540315.3102610001,687018.0073840001
2024-01-31T00:00:00,,,156277.881291,542456.706733,698734.5880239999
2024-02-29T00:00:00,,,156343.095295,546879.32437,703222.419665
2024-03-31T00:00:00,,,157468.94801,550734.0566159999,708203.0046259998
2024-04-30T00:00:00,,,157732.179484,552208.79068,709940.9701639999
2024-05-31T00:00:00,,,162619.73725,556922.242673,719541.979923
2024-06-30T00:00:00,,,159036.109554,555820.365686,714856.4752399999
2024-07-31T00:00:00,,,168733.282,561319.452,730052.734
2024-08-31T00:00:00,,,173342.926,570241.735,743584.661
2024-09-30T00:00:00,,,173395.177,574696.412,748091.589
2024-10-31T00:00:00,,,179803.058,580201.932,760004.99
2024-11-30T00:00:00,,,192743.268,586639.217,779382.485
2024-12-31T00:00:00,,,203096.884,591897.562,794994.446
2025-01-31T00:00:00,,,214008.819,599012.15,813020.969
2025-02-28T00:00:00,,,214836.507,606509.46,821345.967
2025-03-31T00:00:00,,,217326.92,612575.027,829901.947
2025-04-30T00:00:00,,,218199.314,617029.135,835228.449
2025-05-31T00:00:00,,,223586.22,622897.349,846483.569
2025-06-30T00:00:00,,,226836.228,636348.948,863185.176
2025-07-31T00:00:00,,,228880.028,631532.592,860412.6199999999
2025-08-31T00:00:00,,,233966.536,637378.259,871344.7949999999
2025-09-30T00:00:00,,,234624.221,643074.016,877698.237
2025-10-31T00:00:00,,,246853.508,648408.304,895261.812
2025-11-30T00:00:00,,,246453.667,649132.005,895585.672
2025-12-31T00:00:00,,,256596.136,653264.121,909860.257
2026-01-31T00:00:00,,,254346.396,652991.733,907338.129
2026-02-28T00:00:00,,,251884.16836640998,658151.706,910035.87436641
,,,,,
,,,,,
"  * Includes loans, advances, and overdrafts.",,,,,* يشمل قروض وسلف وسحوبات على المكشوف.
**Including international bonds & sukuk bought  by banks from the secondary market.,,,,,**تشمل السندات والصكوك الحكومية المصدرة دوليا والتي تقوم المصارف بشرائها من السوق الثانوية. 
