,,,,
القائمة الرئيسية   Main List,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
2017-10-31T00:00:00,,197935.63021888002,30500.43934658,167435.1908723
2017-11-30T00:00:00,,200104.2062849,30487.19551867,169617.01076623
2017-12-31T00:00:00,,203356.95356887998,31310.60287368,172046.35069519997
2018-01-31T00:00:00,,205361.43781878002,30250.97411643,175110.46370235
2018-02-28T00:00:00,,208794.51749133,31240.30432487,177554.21316646002
2018-03-31T00:00:00,,212506.41110686,31684.78249323,180821.62861363002
2018-04-30T00:00:00,,212210.92206931,31074.2879873157,181136.6340819943
2018-05-31T00:00:00,,220588.64041606,35019.849291649996,185568.79112441
2018-06-30T00:00:00,,225924.86924195001,36062.97439868,189861.89484327
2018-07-31T00:00:00,,213985.73374002997,32211.08746514,181774.64627488996
2018-08-31T00:00:00,,217271.19396831,32831.59302889,184439.60093942
2018-09-30T00:00:00,,211453.89576752,32456.172217080002,178997.72355044002
2018-10-31T00:00:00,,208605.87798854,30801.6018718,177804.27611674002
2018-11-30T00:00:00,,210387.40072196,30638.44015428,179748.96056768
2018-12-31T00:00:00,,210865.37290428,30732.92690745,180132.44599683
2019-01-31T00:00:00,,209944.94057931,28840.258806200003,181104.68177311
2019-02-28T00:00:00,,212839.41556507003,30588.67617663,182250.73938844004
2019-03-31T00:00:00,,214560.03433168,29840.92620551,184719.10812617
2019-04-30T00:00:00,,216004.22997999002,30251.07513316,185753.15484683003
2019-05-31T00:00:00,,238137.27081262,41258.83321596,196878.43759666
2019-06-30T00:00:00,,223889.13971398,33079.15777897,190809.98193501
2019-07-31T00:00:00,,224385.23665555,32217.181648619997,192168.05500693
2019-08-31T00:00:00,,222539.14442557,31040.784458140002,191498.35996743
2019-09-30T00:00:00,,217929.10353444,29715.40181661,188213.70171782997
2019-10-31T00:00:00,,218067.52918521,29030.98081661,189036.5483686
2019-11-30T00:00:00,,217490.21522877002,29060.00008142,188430.21514735
2019-12-31T00:00:00,,218479.70989933,29319.44217519,189160.26772414
2020-01-31T00:00:00,,220483.54298663,29520.78358142,190962.75940521
2020-02-29T00:00:00,,220593.58844306,28659.53166377,191934.05677929
2020-03-31T00:00:00,,232713.54125639002,34158.62720782,198554.91404857003
2020-04-30T00:00:00,,238401.18013379,31827.59559931,206573.58453448
2020-05-31T00:00:00,,246620.61491452,33034.54727497,213586.06763955002
2020-06-30T00:00:00,,240832.41899185002,32247.600741590002,208584.81825026002
2020-07-31T00:00:00,,248135.88948924,35034.006828369995,213101.88266087003
2020-08-31T00:00:00,,238724.56795106,29742.99316083,208981.57479023
2020-09-30T00:00:00,,236065.85045426,29134.69716598,206931.15328828
2020-10-31T00:00:00,,234647.96469175,27344.44338986,207303.52130189
2020-11-30T00:00:00,,232501.45992619998,27552.73417264,204948.72575356
2020-12-31T00:00:00,,233667.98094685999,27384.42056186,206283.560385
2021-01-31T00:00:00,,232730.49593066,27115.41966951,205615.07626114998
2021-02-28T00:00:00,,231616.6609231,27361.776447390002,204254.88447571
2021-03-31T00:00:00,,233244.07252723002,26273.62927201,206970.44325522002
2021-04-30T00:00:00,,239321.72821821,28531.38152803,210790.34669017998
2021-05-31T00:00:00,,239707.46863314,27521.15168604,212186.3169471
2021-06-30T00:00:00,,236044.32148699003,27396.168902139998,208648.15258485003
2021-07-31T00:00:00,,242738.40159768,31778.79009875,210959.61149893
2021-08-31T00:00:00,,232903.89115376002,25973.85447995,206930.03667381
2021-09-30T00:00:00,,228857.69903221,24443.10816692,204414.59086529
2021-10-31T00:00:00,,226395.57106410997,23023.540518410002,203372.03054569996
2021-11-30T00:00:00,,225671.39332875,23107.69539,202563.69793875
2021-12-31T00:00:00,,227497.13381994,23131.09189783,204366.04192211002
2022-01-31T00:00:00,,227187.1729697,24238.3879192,202948.7850505
2022-02-28T00:00:00,,227115.73072738,24458.23465439,202657.49607299
2022-03-31T00:00:00,,229242.24229129002,23870.86256225,205371.37972904003
2022-04-30T00:00:00,,244748.23031721,30626.78972196,214121.44059525
2022-05-31T00:00:00,,233549.95333907998,26974.470181779998,206575.48315729998
2022-06-30T00:00:00,,231592.14596629998,25170.99891584,206421.14705046
2022-07-31T00:00:00,,230813.10451401002,27292.48244222,203520.62207179
2022-08-31T00:00:00,,224031.52438455,24959.35440461,199072.16997994
2022-09-30T00:00:00,,222718.84711063,23313.08823941,199405.75887122002
2022-10-31T00:00:00,,223051.65077176,24506.452742830003,198545.19802893
2022-11-30T00:00:00,,220881.61186685998,24157.47939352,196724.13247333997
2022-12-31T00:00:00,,222448.96383092002,22483.25877809,199965.70505283002
2023-01-31T00:00:00,,223622.33892392,22000.58243028574,201621.75649363425
2023-02-28T00:00:00,,224978.46795889002,23762.51050104,201215.95745785002
2023-03-31T00:00:00,,231833.43685208,24280.73573222,207552.70111986
2023-04-30T00:00:00,,242243.53244525,27798.317636429998,214445.21480882
2023-05-31T00:00:00,,235159.42371181,23444.47189651,211714.9518153
2023-06-30T00:00:00,,246943.52030888002,26102.76491915,220840.75538973
2023-07-31T00:00:00,,235946.2494729,24654.5370183,211291.7124546
2023-08-31T00:00:00,,232918.19930947002,24042.68364604,208875.51566343
2023-09-30T00:00:00,,231662.00540782002,23684.37537401,207977.63003381
2023-10-31T00:00:00,,230844.54518476,23052.60644,207791.93874476
2023-11-30T00:00:00,,233496.79265360002,23278.34691352,210218.44574008003
2023-12-31T00:00:00,,234754.67687044002,22869.79649194,211884.8803785
2024-01-31T00:00:00,,234885.41846679998,22578.42073616,212306.99773064
2024-02-29T00:00:00,,240147.70692345002,22171.38362362,217976.32329983002
2024-03-31T00:00:00,,252186.23435729,24695.46430683,227490.77005046
2024-04-30T00:00:00,,252648.18876692,24368.60201198,228279.58675494
2024-05-31T00:00:00,,251269.72274453,20813.56246094,230456.16028359
2024-06-30T00:00:00,,254721.73816811,25534.70425318,229187.03391492998
2024-07-31T00:00:00,,248398.14510968,23204.151755619998,225193.99335406
2024-08-31T00:00:00,,247171.64682818,20779.19192501,226392.45490317
2024-09-30T00:00:00,,246391.87278906,21610.20132737,224781.67146168998
2024-10-31T00:00:00,,247745.02780935,20754.2282984,226990.79951095
2024-11-30T00:00:00,,248180.82909919,21533.89305326,226646.93604593002
2024-12-31T00:00:00,,250425.60427026,21337.40795991,229088.19631035
2025-01-31T00:00:00,,253683.70160198002,19969.641708919997,233714.05989306
2025-02-28T00:00:00,,259086.0599359,21180.5757689,237905.48416700002
2025-03-31T00:00:00,,275627.15386659,24092.45050285,251534.70336374
2025-04-30T00:00:00,,266802.3076037,23066.61333866,243735.69426504002
2025-05-31T00:00:00,,268908.18364262,22720.45281871,246187.73082390998
2025-06-30T00:00:00,,267888.96322412,23577.881872230002,244311.08135188997
2025-07-31T00:00:00,,263788.45299321,21448.25464908,242340.19834413
2025-08-31T00:00:00,,261365.43832513,21817.47455839,239547.96376674
2025-09-30T00:00:00,,259609.70394848002,22268.827325,237340.87662348003
2025-10-31T00:00:00,,260628.90027612,20079.36777185,240549.53250427
2025-11-30T00:00:00,,261550.52350729,22026.4618519,239524.06165539
2025-12-31T00:00:00,,264971.19719047,23005.439478,241965.75771247002
2026-01-31T00:00:00,,266562.04474951,21618.723860259997,244943.32088925003
2026-02-28T00:00:00,,272142.19656026,24096.06983847,248046.12672179003
